client_phone,cantidad_mensajes,ultimo_mensaje_at,is_unread,live_feed,is_mock
5492612928724,5,2026-06-16 11:40:29,true,true,true
5492614053074,5,2026-06-16 08:41:31,true,true,true
5492617236955,5,2026-06-16 10:39:59,true,true,true
5492617413812,5,2026-06-16 09:41:56,true,true,true
5492991227644,5,2026-06-16 11:42:11,true,true,true
5492998066543,5,2026-06-16 08:41:44,true,true,true
5492999435946,5,2026-06-16 07:41:31,true,true,true
5493418277249,5,2026-06-16 10:42:44,true,true,true
5493514079279,5,2026-06-16 07:41:51,true,true,true
5493582641213,5,2026-06-16 00:41:04,true,true,true
5493587747641,5,2026-06-16 09:41:54,true,true,true
5493587905250,5,2026-06-16 01:42:07,true,true,true
5492612780568,4,2026-06-15 09:40:16,false,false,true
5492615021286,4,2026-06-14 09:40:02,false,false,true
5492615139305,4,2026-06-14 11:39:49,false,false,true
5492617175545,4,2026-06-15 08:40:19,false,false,true
5492618861463,4,2026-06-15 10:40:11,false,false,true
5492618889598,4,2026-06-15 10:40:16,false,false,true
5492619239862,4,2026-06-14 10:40:33,false,false,true
5492992500733,4,2026-06-15 07:39:50,false,false,true
5492994145193,4,2026-06-15 07:40:15,false,false,true
5492994228106,4,2026-06-15 10:39:16,false,false,true
5492995028869,4,2026-06-15 08:39:51,false,false,true
5492997489876,4,2026-06-14 07:40:05,false,false,true
5492997670210,4,2026-06-15 09:39:37,false,false,true
5492998718887,4,2026-06-14 09:40:31,false,false,true
5493414799650,4,2026-06-14 08:39:13,false,false,true
5493416524997,4,2026-06-14 11:39:39,false,false,true
5493416986538,4,2026-06-15 11:40:16,false,false,true
5493419686914,4,2026-06-14 07:40:25,false,false,true
5493513952681,4,2026-06-15 09:40:01,false,false,true
5493515971311,4,2026-06-14 11:39:46,false,false,true
5493516216782,4,2026-06-14 10:39:55,false,false,true
5493517304254,4,2026-06-14 07:40:37,false,false,true
5493517632424,4,2026-06-15 10:40:32,false,false,true
5493518648263,4,2026-06-15 11:41:13,false,false,true
5493519107005,4,2026-06-14 09:40:28,false,false,true
5493582132179,4,2026-06-15 11:40:26,false,false,true
5493582639964,4,2026-06-14 08:39:01,false,false,true
5493811657614,4,2026-06-14 08:39:58,false,false,true
5493812941974,4,2026-06-14 09:40:20,false,false,true
5493813520000,4,2026-06-15 08:40:05,false,false,true
5493814729528,4,2026-06-15 07:40:48,false,false,true
5493817404433,4,2026-06-15 08:40:47,false,false,true
5493818437953,4,2026-06-14 07:40:06,false,false,true
5493872845902,4,2026-06-14 10:39:46,false,false,true
5493874104594,4,2026-06-15 08:39:40,false,false,true
5493876499570,4,2026-06-14 07:39:04,false,false,true
5493876914178,4,2026-06-14 09:40:29,false,false,true
5493876922419,4,2026-06-14 11:39:15,false,false,true
