pedido_ref,cliente_phone,fecha,estado,total,notas,is_mock,es_pedido_abierto,source
PF-000001,5493517000001,2025-06-03 14:34:00,confirmado,57161.12,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000002,5493517000001,2025-06-26 14:58:00,confirmado,45906.85,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000003,5493517000001,2025-07-17 08:57:00,confirmado,33830.05,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000004,5493517000001,2025-08-03 10:45:00,confirmado,62451.03,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000005,5493517000001,2025-08-28 11:23:00,confirmado,47264.66,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000006,5493517000001,2025-09-13 18:21:00,confirmado,51734.08,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000007,5493517000001,2025-10-05 17:08:00,confirmado,85678.33,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000008,5493517000002,2025-06-04 10:00:00,confirmado,77010.14,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000009,5493517000002,2025-06-21 16:37:00,confirmado,23545.86,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000010,5493517000002,2025-07-11 15:28:00,confirmado,46628.33,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000011,5493517000002,2025-08-01 12:24:00,confirmado,41839.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000012,5493517000002,2025-08-20 18:55:00,confirmado,33122.88,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000013,5493517000002,2025-09-17 14:38:00,confirmado,57323.85,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000014,5493517000002,2025-10-09 10:39:00,confirmado,39967.14,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000015,5493517000003,2025-06-03 18:53:00,confirmado,44563.22,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000016,5493517000003,2025-06-25 08:54:00,confirmado,47818.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000017,5493517000003,2025-07-17 09:12:00,confirmado,55916.39,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000018,5493517000003,2025-08-07 09:49:00,confirmado,41526.88,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000019,5493517000003,2025-08-22 16:46:00,confirmado,53993.17,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000020,5493517000003,2025-09-09 09:06:00,confirmado,30996.98,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000021,5493517000003,2025-10-08 10:41:00,confirmado,23909.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000022,5493517000004,2025-06-03 11:51:00,confirmado,26850.16,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000023,5493517000004,2025-06-17 12:22:00,confirmado,30492.05,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000024,5493517000004,2025-07-16 09:06:00,confirmado,45974.35,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000025,5493517000004,2025-08-06 16:46:00,confirmado,67716.75,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000026,5493517000004,2025-08-25 15:06:00,confirmado,57590.94,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000027,5493517000004,2025-09-17 13:47:00,confirmado,37429.19,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000028,5493517000004,2025-10-05 18:06:00,confirmado,33314.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000029,5493517000005,2025-06-01 13:35:00,confirmado,63722.99,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000030,5493517000005,2025-06-18 13:09:00,confirmado,31498.18,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000031,5493517000005,2025-07-16 09:47:00,confirmado,47467.32,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000032,5493517000005,2025-08-02 14:41:00,confirmado,41708.30,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000033,5493517000005,2025-08-27 13:10:00,confirmado,74905.08,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000034,5493517000005,2025-09-09 13:03:00,confirmado,54102.99,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000035,5493517000005,2025-10-06 16:40:00,confirmado,65017.40,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000036,5493517000006,2025-06-04 17:31:00,confirmado,46634.93,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000037,5493517000006,2025-06-25 13:37:00,confirmado,32585.70,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000038,5493517000006,2025-07-17 08:25:00,confirmado,44467.19,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000039,5493517000006,2025-08-04 16:43:00,confirmado,38585.78,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000040,5493517000006,2025-08-27 17:52:00,confirmado,21283.06,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000041,5493517000006,2025-09-11 12:14:00,confirmado,65302.52,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000042,5493517000006,2025-10-01 13:37:00,confirmado,44975.72,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000043,5493517000007,2025-06-06 17:13:00,confirmado,47818.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000044,5493517000007,2025-06-25 10:18:00,confirmado,60832.70,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000045,5493517000007,2025-07-15 12:39:00,confirmado,42056.26,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000046,5493517000007,2025-08-08 13:31:00,confirmado,47702.05,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000047,5493517000007,2025-08-19 18:50:00,confirmado,55204.36,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000048,5493517000007,2025-09-19 15:20:00,confirmado,66733.58,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000049,5493517000007,2025-10-07 08:53:00,confirmado,55975.85,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000050,5493517000008,2025-06-02 13:05:00,confirmado,22203.96,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000051,5493517000008,2025-06-23 17:47:00,confirmado,51809.24,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000052,5493517000008,2025-07-13 15:15:00,confirmado,49854.68,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000053,5493517000008,2025-08-04 17:11:00,confirmado,29605.28,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000054,5493517000008,2025-08-22 11:06:00,confirmado,47734.04,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000055,5493517000008,2025-09-09 17:31:00,confirmado,97925.08,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000056,5493517000008,2025-10-06 13:37:00,confirmado,65510.25,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000057,5493517000009,2025-06-01 13:22:00,confirmado,23835.96,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000058,5493517000009,2025-06-26 18:39:00,confirmado,61171.54,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000059,5493517000009,2025-07-09 14:12:00,confirmado,60083.82,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000060,5493517000009,2025-08-04 14:50:00,confirmado,34449.39,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000061,5493517000009,2025-08-23 17:16:00,confirmado,46019.80,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000062,5493517000009,2025-09-17 13:00:00,confirmado,47305.86,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000063,5493517000009,2025-10-04 08:30:00,confirmado,62299.02,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000064,5493517000010,2025-06-01 09:54:00,confirmado,51753.39,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000065,5493517000010,2025-06-19 12:33:00,confirmado,41281.01,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000066,5493517000010,2025-07-08 16:46:00,confirmado,43727.80,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000067,5493517000010,2025-08-07 14:00:00,confirmado,50630.84,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000068,5493517000010,2025-08-24 12:23:00,confirmado,31976.61,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000069,5493517000010,2025-09-10 13:55:00,confirmado,37987.06,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000070,5493517000010,2025-10-01 13:27:00,confirmado,71279.08,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000071,5493517000011,2025-06-01 09:10:00,confirmado,52802.50,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000072,5493517000011,2025-07-11 14:18:00,confirmado,29572.38,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000073,5493517000011,2025-08-14 17:11:00,confirmado,30200.12,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000074,5493517000011,2025-09-21 08:01:00,confirmado,45934.64,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000075,5493517000011,2025-11-04 09:38:00,confirmado,42154.62,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000076,5493517000011,2025-12-05 12:19:00,confirmado,30200.12,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000077,5493517000011,2026-01-17 14:21:00,confirmado,37058.46,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000078,5493517000011,2026-04-14 10:34:00,confirmado,28316.90,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000079,5493517000011,2026-05-06 16:04:00,confirmado,23281.26,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000080,5493517000011,2026-05-19 16:02:00,confirmado,29572.38,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000081,5493517000012,2025-06-01 09:55:00,confirmado,29475.24,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000082,5493517000012,2025-07-12 09:41:00,confirmado,73181.04,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000083,5493517000012,2025-08-15 10:48:00,confirmado,13325.60,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000084,5493517000012,2025-09-22 13:53:00,confirmado,57317.44,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000085,5493517000012,2025-11-01 08:23:00,confirmado,46639.60,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000086,5493517000012,2025-12-11 16:14:00,confirmado,83468.44,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000087,5493517000012,2026-01-13 08:22:00,confirmado,28804.54,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000088,5493517000012,2026-05-01 11:48:00,confirmado,29605.28,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000089,5493517000012,2026-05-05 12:56:00,confirmado,42192.36,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000090,5493517000012,2026-05-16 14:49:00,confirmado,33314.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000091,5493517000013,2025-06-01 10:43:00,confirmado,30731.58,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000092,5493517000013,2025-07-11 18:39:00,confirmado,46272.11,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000093,5493517000013,2025-08-19 12:11:00,confirmado,35952.92,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000094,5493517000013,2025-09-25 18:41:00,confirmado,42557.60,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000095,5493517000013,2025-10-30 18:23:00,confirmado,74100.49,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000096,5493517000013,2025-12-12 08:50:00,confirmado,52563.42,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000097,5493517000013,2026-01-16 10:58:00,confirmado,43015.20,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000098,5493517000013,2026-04-14 12:07:00,confirmado,18683.50,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000099,5493517000013,2026-04-21 08:26:00,confirmado,33158.64,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000100,5493517000013,2026-04-24 18:28:00,confirmado,32281.01,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000101,5493517000014,2025-06-04 17:55:00,confirmado,35796.94,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000102,5493517000014,2025-07-14 10:56:00,confirmado,21356.66,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000103,5493517000014,2025-08-17 08:18:00,confirmado,44307.31,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000104,5493517000014,2025-09-22 13:57:00,confirmado,60741.66,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000105,5493517000014,2025-10-26 12:53:00,confirmado,27914.40,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000106,5493517000014,2025-12-11 16:22:00,confirmado,41281.54,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000107,5493517000014,2026-01-12 14:21:00,confirmado,22357.45,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000108,5493517000014,2026-04-01 11:20:00,confirmado,26644.76,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000109,5493517000014,2026-04-15 16:39:00,confirmado,19953.72,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000110,5493517000014,2026-05-19 16:18:00,confirmado,39967.14,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000111,5493517000015,2025-06-06 12:49:00,confirmado,50606.68,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000112,5493517000015,2025-07-13 09:19:00,confirmado,44191.76,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000113,5493517000015,2025-08-20 11:33:00,confirmado,39989.15,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000114,5493517000015,2025-09-25 16:08:00,confirmado,42587.08,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000115,5493517000015,2025-10-27 13:26:00,confirmado,79719.36,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000116,5493517000015,2025-12-03 09:05:00,confirmado,41815.99,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000117,5493517000015,2026-01-16 08:22:00,confirmado,36491.24,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000118,5493517000015,2026-04-04 09:24:00,confirmado,30200.12,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000119,5493517000015,2026-04-20 13:16:00,confirmado,23909.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000120,5493517000015,2026-05-03 17:30:00,confirmado,37746.72,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000121,5493517000016,2025-06-04 18:59:00,confirmado,52454.50,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000122,5493517000016,2025-07-09 16:48:00,confirmado,77631.60,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000123,5493517000016,2025-08-18 09:05:00,confirmado,61536.33,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000124,5493517000016,2025-09-23 17:28:00,confirmado,43253.32,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000125,5493517000016,2025-11-04 13:59:00,confirmado,80487.48,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000126,5493517000016,2025-12-03 15:06:00,confirmado,42192.36,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000127,5493517000016,2026-01-14 08:14:00,confirmado,60479.89,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000128,5493517000016,2026-04-01 10:44:00,confirmado,26626.56,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000129,5493517000016,2026-04-19 13:12:00,confirmado,28866.76,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000130,5493517000016,2026-05-20 10:59:00,confirmado,34791.04,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000131,5493517000017,2025-06-01 13:11:00,confirmado,67620.32,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000132,5493517000017,2025-07-07 17:03:00,confirmado,27195.02,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000133,5493517000017,2025-08-19 11:34:00,confirmado,63807.60,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000134,5493517000017,2025-09-24 16:21:00,confirmado,39833.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000135,5493517000017,2025-11-02 15:38:00,confirmado,37367.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
