pedido_ref,product_code,nombre,cantidad_solicitada,precio_unitario,lista_precios_id,notas,is_mock,cliente_phone
PF-000001,3012,MARINARO COLA 12X500,1,10580.00,2,Pedido histórico field mock (2025-06-01),true,549388742104
PF-000001,2015,"AGUA MARINARO 6X1,5",1,6486.00,2,Pedido histórico field mock (2025-06-01),true,549388742104
PF-000002,3012,MARINARO COLA 12X500,3,10580.00,2,Pedido histórico field mock (2025-06-17),true,549388742104
PF-000002,2015,"AGUA MARINARO 6X1,5",2,6486.00,2,Pedido histórico field mock (2025-06-17),true,549388742104
PF-000003,3012,MARINARO COLA 12X500,2,10580.00,2,Pedido histórico field mock (2025-07-17),true,549388742104
PF-000003,2015,"AGUA MARINARO 6X1,5",3,6486.00,2,Pedido histórico field mock (2025-07-17),true,549388742104
PF-000003,3024,MARINARO MANZANA 12 X 500,1,10580.00,2,Pedido histórico field mock (2025-07-17),true,549388742104
PF-000003,3023,"MARINARO MANZANA  6 X 2,25",3,7935.00,2,Pedido histórico field mock (2025-07-17),true,549388742104
PF-000004,3012,MARINARO COLA 12X500,1,10580.00,2,Pedido histórico field mock (2025-08-06),true,549388742104
PF-000004,2015,"AGUA MARINARO 6X1,5",3,6486.00,2,Pedido histórico field mock (2025-08-06),true,549388742104
PF-000004,3023,"MARINARO MANZANA  6 X 2,25",4,7935.00,2,Pedido histórico field mock (2025-08-06),true,549388742104
PF-000005,3012,MARINARO COLA 12X500,2,10580.00,2,Pedido histórico field mock (2025-08-26),true,549388742104
PF-000005,2015,"AGUA MARINARO 6X1,5",3,6486.00,2,Pedido histórico field mock (2025-08-26),true,549388742104
PF-000005,3015,"MARINARO GRANADINA 6X2,25",2,7935.00,2,Pedido histórico field mock (2025-08-26),true,549388742104
PF-000005,3023,"MARINARO MANZANA  6 X 2,25",3,7935.00,2,Pedido histórico field mock (2025-08-26),true,549388742104
PF-000006,3012,MARINARO COLA 12X500,4,10580.00,2,Pedido histórico field mock (2025-09-14),true,549388742104
PF-000006,2015,"AGUA MARINARO 6X1,5",2,6486.00,2,Pedido histórico field mock (2025-09-14),true,549388742104
PF-000007,3012,MARINARO COLA 12X500,2,10580.00,2,Pedido histórico field mock (2025-10-06),true,549388742104
PF-000007,2015,"AGUA MARINARO 6X1,5",1,6486.00,2,Pedido histórico field mock (2025-10-06),true,549388742104
PF-000007,3024,MARINARO MANZANA 12 X 500,3,10580.00,2,Pedido histórico field mock (2025-10-06),true,549388742104
PF-000007,3027,MARINARO NARANJA 12 X 500,4,10580.00,2,Pedido histórico field mock (2025-10-06),true,549388742104
PF-000008,3013,"MARINARO COLA 6 X 2,25",3,6210.00,3,Pedido histórico field mock (2025-06-01),true,549388742105
PF-000008,2014,AGUA MARINARO 12X500,2,7290.00,3,Pedido histórico field mock (2025-06-01),true,549388742105
PF-000008,3018,"MARINARO LIMA LIMON 6 X 2,25",3,6210.00,3,Pedido histórico field mock (2025-06-01),true,549388742105
PF-000009,3013,"MARINARO COLA 6 X 2,25",1,6210.00,3,Pedido histórico field mock (2025-06-25),true,549388742105
PF-000009,2014,AGUA MARINARO 12X500,3,7290.00,3,Pedido histórico field mock (2025-06-25),true,549388742105
PF-000010,3013,"MARINARO COLA 6 X 2,25",2,6210.00,3,Pedido histórico field mock (2025-07-17),true,549388742105
PF-000010,2014,AGUA MARINARO 12X500,1,7290.00,3,Pedido histórico field mock (2025-07-17),true,549388742105
PF-000010,3021,MARINARO LIMONADA 12 X 500,2,8280.00,3,Pedido histórico field mock (2025-07-17),true,549388742105
PF-000010,3047,"MARINARO GRANADINA 6X1,5",4,6030.00,3,Pedido histórico field mock (2025-07-17),true,549388742105
PF-000011,3013,"MARINARO COLA 6 X 2,25",3,6210.00,3,Pedido histórico field mock (2025-07-31),true,549388742105
PF-000011,2014,AGUA MARINARO 12X500,1,7290.00,3,Pedido histórico field mock (2025-07-31),true,549388742105
PF-000011,3026,"MARINARO NARANJA 6 X 2,25",4,6210.00,3,Pedido histórico field mock (2025-07-31),true,549388742105
PF-000012,3013,"MARINARO COLA 6 X 2,25",1,6210.00,3,Pedido histórico field mock (2025-08-22),true,549388742105
PF-000012,2014,AGUA MARINARO 12X500,2,7290.00,3,Pedido histórico field mock (2025-08-22),true,549388742105
PF-000013,3013,"MARINARO COLA 6 X 2,25",1,6210.00,3,Pedido histórico field mock (2025-09-19),true,549388742105
PF-000013,2014,AGUA MARINARO 12X500,3,7290.00,3,Pedido histórico field mock (2025-09-19),true,549388742105
PF-000013,3026,"MARINARO NARANJA 6 X 2,25",1,6210.00,3,Pedido histórico field mock (2025-09-19),true,549388742105
PF-000014,3013,"MARINARO COLA 6 X 2,25",4,6210.00,3,Pedido histórico field mock (2025-10-02),true,549388742105
PF-000014,2014,AGUA MARINARO 12X500,2,7290.00,3,Pedido histórico field mock (2025-10-02),true,549388742105
PF-000014,3031,MARINARO POMELO 12 X 500,1,8280.00,3,Pedido histórico field mock (2025-10-02),true,549388742105
PF-000015,2014,AGUA MARINARO 12X500,4,6885.00,4,Pedido histórico field mock (2025-06-02),true,549388742106
PF-000015,3012,MARINARO COLA 12X500,1,7820.00,4,Pedido histórico field mock (2025-06-02),true,549388742106
PF-000016,2014,AGUA MARINARO 12X500,2,6885.00,4,Pedido histórico field mock (2025-06-26),true,549388742106
PF-000016,3012,MARINARO COLA 12X500,2,7820.00,4,Pedido histórico field mock (2025-06-26),true,549388742106
PF-000017,2014,AGUA MARINARO 12X500,3,6885.00,4,Pedido histórico field mock (2025-07-15),true,549388742106
PF-000017,3012,MARINARO COLA 12X500,2,7820.00,4,Pedido histórico field mock (2025-07-15),true,549388742106
PF-000017,3018,"MARINARO LIMA LIMON 6 X 2,25",3,5865.00,4,Pedido histórico field mock (2025-07-15),true,549388742106
PF-000018,2014,AGUA MARINARO 12X500,3,6885.00,4,Pedido histórico field mock (2025-08-07),true,549388742106
PF-000018,3012,MARINARO COLA 12X500,2,7820.00,4,Pedido histórico field mock (2025-08-07),true,549388742106
