client_phone,session_id,sender_type,type,message,content,created_at,is_mock
5492612780568,5492612780568,ai,ai,"Hola Pinturería El Arcoíris, paso a revisar tu pedido P-00099 de Galletitas POLVORITA Choc/Vai -Vai/Frut -Vai/Vai x 81g x 1u.","Hola Pinturería El Arcoíris, paso a revisar tu pedido P-00099 de Galletitas POLVORITA Choc/Vai -Vai/Frut -Vai/Vai x 81g x 1u.",2026-06-21 11:01:41,true
5492612780568,5492612780568,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-06-21 11:03:10,true
5492612780568,5492612780568,ai,ai,Te confirmo que el pedido P-00099 fue registrado correctamente por 1650.00.,Te confirmo que el pedido P-00099 fue registrado correctamente por 1650.00.,2026-06-21 11:04:06,true
5492612780568,5492612780568,ai,ai,Quedo atento por cualquier otra duda. Gracias.,Quedo atento por cualquier otra duda. Gracias.,2026-06-21 11:05:15,true
5492612928724,5492612928724,ai,ai,"Hola Carnicería El Asador Criollo, paso a revisar tu pedido P-00123 de Gaseosa Winner´s x 3L x 4u.","Hola Carnicería El Asador Criollo, paso a revisar tu pedido P-00123 de Gaseosa Winner´s x 3L x 4u.",2026-06-22 13:01:41,true
5492612928724,5492612928724,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-06-22 13:02:26,true
5492612928724,5492612928724,ai,ai,Te confirmo que el pedido P-00123 fue registrado correctamente por 18000.00.,Te confirmo que el pedido P-00123 fue registrado correctamente por 18000.00.,2026-06-22 13:02:59,true
5492612928724,5492612928724,human,human,"Perfecto, gracias.","Perfecto, gracias.",2026-06-22 13:04:32,true
5492612928724,5492612928724,ai,ai,Quedo atento por cualquier otra duda. Gracias.,Quedo atento por cualquier otra duda. Gracias.,2026-06-22 13:05:28,true
5492614053074,5492614053074,ai,ai,"Hola Distribuidora Los Amigos, vi que tenes un pedido abierto por Fernet BRANCA x 50cc x 1u y queria ayudarte a cerrarlo.","Hola Distribuidora Los Amigos, vi que tenes un pedido abierto por Fernet BRANCA x 50cc x 1u y queria ayudarte a cerrarlo.",2026-06-22 10:01:41,true
5492614053074,5492614053074,human,human,"Buen dia, pasame detalle de ese pedido por favor.","Buen dia, pasame detalle de ese pedido por favor.",2026-06-22 10:03:19,true
