pedido_ref,cliente_phone,cliente_codigo,product_code,nombre,cantidad_solicitada,precio_unitario,lista_precios_id,notas,is_mock,es_pedido_abierto,promo_aplicada
P-00001,5493587905250,25001,2502,GRANA MIX CIRCULO AMARILLO-AZUL X 1 KG,4,7353.03,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00001,5493587905250,25001,2919,DROPS MIX OJITOS X 30 GR,2,1923.90,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00001,5493587905250,25001,1191,HUESITOS FRUTALES X 1 KG,2,5911.02,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00001,5493587905250,25001,1708,AZUCAR IMPALPABLE EXTRA X 5 KG,3,13049.85,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00002,5493587905250,25001,1179,CRISPIN DE ARROZ MIXTO X KG,4,13099.75,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00003,5493587905250,25001,2865,GRANIZADO SUPERLAY 56-43 X 10 KG,3,144228.12,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00004,5493582641213,25002,2698,VELA SET DONAS X 5 PIEZAS,5,2965.71,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00004,5493582641213,25002,2896,MICKY PASTA UNTABLE FRUTILLA X CAJA 6U 450 GRS,4,23871.88,3,Pedido: 4 unidad (normalizado: 24 unidad; equiv: 4 unidad),true,false,false
P-00004,5493582641213,25002,2163,PASTA MARACUYA X 5 KG,4,90338.49,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00004,5493582641213,25002,1438,PASTA CREMA CELESTE X 1 KG,5,10357.75,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00005,5493582641213,25002,2510,VELA LARGA ROSA LUNARES RAYA/ PLATA X 10 UNI,2,2455.98,3,Pedido: 2 unidad (normalizado: 20 unidad; equiv: 2 unidad),true,false,false
P-00005,5493582641213,25002,2260,SALSA JAMER P/ HELADOS X 500 GRS CHOCOLATE,5,5430.82,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00006,5493582641213,25002,2828,VASO CAFE 8 OZ DOBLE PARED KRAFT X 360 U C/TAPA,1,89380.39,3,Pedido: 1 unidad (normalizado: 360 unidad; equiv: 1 unidad),true,false,false
P-00007,5492991227644,25003,1452,PASTA MERENGUE X 1 KG,5,13086.83,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00007,5492991227644,25003,2102,PASTA ANANA BALDE,2,51639.12,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00008,5492991227644,25003,2676,MINI CUCURUCHON BIOCUPS X 240 UNI,4,49778.71,4,Pedido: 4 unidad (normalizado: 960 unidad; equiv: 4 unidad),true,false,false
P-00008,5492991227644,25003,2032,ESENCIA DE LIMON FLEIBOR X 30 CC.,2,1607.78,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00008,5492991227644,25003,2296,COLORANTE PASTA ROSA C X 15 GR,4,2216.60,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00008,5492991227644,25003,2526,VELA GIBRE CELESTE Nº 7,3,1124.08,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00009,5492991227644,25003,1256,MICKY PASTA UNTABLE CHOCOLATE X 450 GRS,4,7646.64,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00009,5492991227644,25003,1767,SERVILLETERO ACERO INOXIDABLE X UNIDAD,5,9183.90,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
