client_phone,cantidad_mensajes,ultimo_mensaje_at,is_unread,live_feed,is_mock
5492612928724,5,2026-08-10 12:03:47,true,true,true
5492614053074,5,2026-08-10 09:04:49,true,true,true
5492617236955,5,2026-08-10 11:03:17,true,true,true
5492617413812,5,2026-08-10 10:05:14,true,true,true
5492991227644,5,2026-08-10 12:04:29,true,true,true
5492998066543,5,2026-08-10 09:05:02,true,true,true
5492999435946,5,2026-08-10 08:04:49,true,true,true
5493418277249,5,2026-08-10 11:04:10,true,true,true
5493514079279,5,2026-08-10 08:05:09,true,true,true
5493582641213,5,2026-08-10 01:04:20,true,true,true
5493587747641,5,2026-08-10 10:05:12,true,true,true
5493587905250,5,2026-08-10 02:04:40,true,true,true
5492612780568,4,2026-08-09 10:03:34,false,false,true
5492615021286,4,2026-08-08 10:03:20,false,false,true
5492615139305,4,2026-08-08 12:03:07,false,false,true
5492617175545,4,2026-08-09 09:03:37,false,false,true
5492618861463,4,2026-08-09 11:03:29,false,false,true
5492618889598,4,2026-08-09 11:03:34,false,false,true
5492619239862,4,2026-08-08 11:03:51,false,false,true
5492992500733,4,2026-08-09 08:03:08,false,false,true
5492994145193,4,2026-08-09 08:03:33,false,false,true
5492994228106,4,2026-08-09 11:02:34,false,false,true
5492995028869,4,2026-08-09 09:03:09,false,false,true
5492997489876,4,2026-08-08 08:03:23,false,false,true
5492997670210,4,2026-08-09 10:02:55,false,false,true
5492998718887,4,2026-08-08 10:03:49,false,false,true
5493414799650,4,2026-08-08 09:02:31,false,false,true
5493416524997,4,2026-08-08 12:02:57,false,false,true
5493416986538,4,2026-08-09 12:03:34,false,false,true
5493419686914,4,2026-08-08 08:03:43,false,false,true
5493513952681,4,2026-08-09 10:03:19,false,false,true
5493515971311,4,2026-08-08 12:03:04,false,false,true
5493516216782,4,2026-08-08 11:03:13,false,false,true
5493517304254,4,2026-08-08 08:03:55,false,false,true
5493517632424,4,2026-08-09 11:03:50,false,false,true
5493518648263,4,2026-08-09 12:04:31,false,false,true
5493519107005,4,2026-08-08 10:03:46,false,false,true
5493582132179,4,2026-08-09 12:03:44,false,false,true
5493582639964,4,2026-08-08 09:02:19,false,false,true
5493811657614,4,2026-08-08 09:03:16,false,false,true
5493812941974,4,2026-08-08 10:03:38,false,false,true
5493813520000,4,2026-08-09 09:03:23,false,false,true
5493814729528,4,2026-08-09 08:04:06,false,false,true
5493817404433,4,2026-08-09 09:04:05,false,false,true
5493818437953,4,2026-08-08 08:03:24,false,false,true
5493872845902,4,2026-08-08 11:03:04,false,false,true
5493874104594,4,2026-08-09 09:02:58,false,false,true
5493876499570,4,2026-08-08 08:02:22,false,false,true
5493876914178,4,2026-08-08 10:03:47,false,false,true
5493876922419,4,2026-08-08 12:02:33,false,false,true
