client_phone,session_id,sender_type,type,message,content,created_at,is_mock
5492612780568,5492612780568,ai,ai,"Hola Heladería Artesanal, paso a revisar tu pedido P-00099 de VARY BLACK CRACK X 900 GRS.","Hola Heladería Artesanal, paso a revisar tu pedido P-00099 de VARY BLACK CRACK X 900 GRS.",2026-08-09 10:00:00,true
5492612780568,5492612780568,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-08-09 10:01:29,true
5492612780568,5492612780568,ai,ai,Te confirmo que el pedido P-00099 fue registrado correctamente por 50534.16.,Te confirmo que el pedido P-00099 fue registrado correctamente por 50534.16.,2026-08-09 10:02:25,true
5492612780568,5492612780568,ai,ai,Quedo atento por cualquier otra duda. Gracias.,Quedo atento por cualquier otra duda. Gracias.,2026-08-09 10:03:34,true
5492612928724,5492612928724,ai,ai,"Hola Panadería-Confitería Paso Córdoba, paso a revisar tu pedido P-00123 de GRANA MIX CORAZON BLANCO-ROJO X 1 KG.","Hola Panadería-Confitería Paso Córdoba, paso a revisar tu pedido P-00123 de GRANA MIX CORAZON BLANCO-ROJO X 1 KG.",2026-08-10 12:00:00,true
5492612928724,5492612928724,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-08-10 12:00:45,true
5492612928724,5492612928724,ai,ai,Te confirmo que el pedido P-00123 fue registrado correctamente por 7353.03.,Te confirmo que el pedido P-00123 fue registrado correctamente por 7353.03.,2026-08-10 12:01:18,true
5492612928724,5492612928724,human,human,"Perfecto, gracias.","Perfecto, gracias.",2026-08-10 12:02:51,true
5492612928724,5492612928724,ai,ai,Quedo atento por cualquier otra duda. Gracias.,Quedo atento por cualquier otra duda. Gracias.,2026-08-10 12:03:47,true
5492614053074,5492614053074,ai,ai,"Hola Café Helados Norte, vi que tenes un pedido abierto por PIROTINES Nº 8 METALIZADO NAVIDEÑO X 200 UNI y queria ayudarte a cerrarlo.","Hola Café Helados Norte, vi que tenes un pedido abierto por PIROTINES Nº 8 METALIZADO NAVIDEÑO X 200 UNI y queria ayudarte a cerrarlo.",2026-08-10 09:00:00,true
5492614053074,5492614053074,human,human,"Buen dia, pasame detalle de ese pedido por favor.","Buen dia, pasame detalle de ese pedido por favor.",2026-08-10 09:01:38,true
5492614053074,5492614053074,ai,ai,Te confirmo que el pedido P-00156 sigue en curso por un total de 26386.07. Si queres te lo dejo cerrado hoy.,Te confirmo que el pedido P-00156 sigue en curso por un total de 26386.07. Si queres te lo dejo cerrado hoy.,2026-08-10 09:02:14,true
5492614053074,5492614053074,human,human,"Dale, mandamelo asi.","Dale, mandamelo asi.",2026-08-10 09:03:32,true
5492614053074,5492614053074,ai,ai,"Genial, te lo dejo confirmado y en preparacion.","Genial, te lo dejo confirmado y en preparacion.",2026-08-10 09:04:49,true
5492615021286,5492615021286,ai,ai,"Hola Café Helados Real, paso a revisar tu pedido P-00112 de SALSA JAMER P/ HELADOS X 500 GRS CEREZA.","Hola Café Helados Real, paso a revisar tu pedido P-00112 de SALSA JAMER P/ HELADOS X 500 GRS CEREZA.",2026-08-08 10:00:00,true
5492615021286,5492615021286,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-08-08 10:01:49,true
5492615021286,5492615021286,ai,ai,Te confirmo que el pedido P-00112 fue registrado correctamente por 32355.77.,Te confirmo que el pedido P-00112 fue registrado correctamente por 32355.77.,2026-08-08 10:02:37,true
5492615021286,5492615021286,ai,ai,Quedo atento por cualquier otra duda. Gracias.,Quedo atento por cualquier otra duda. Gracias.,2026-08-08 10:03:20,true
5492615139305,5492615139305,ai,ai,"Hola Confitería Roma, paso a revisar tu pedido P-00076 de COLORANTE PASTA VIOLETA N X 15 GR.","Hola Confitería Roma, paso a revisar tu pedido P-00076 de COLORANTE PASTA VIOLETA N X 15 GR.",2026-08-08 12:00:00,true
5492615139305,5492615139305,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-08-08 12:01:07,true
5492615139305,5492615139305,ai,ai,Te confirmo que el pedido P-00076 fue registrado correctamente por 49471.62.,Te confirmo que el pedido P-00076 fue registrado correctamente por 49471.62.,2026-08-08 12:02:24,true
5492615139305,5492615139305,ai,ai,Quedo atento por cualquier otra duda. Gracias.,Quedo atento por cualquier otra duda. Gracias.,2026-08-08 12:03:07,true
5492617175545,5492617175545,ai,ai,"Hola Heladería Cipolletti, paso a revisar tu pedido P-00027 de PASTA SAMBAYON X 4.5 KG.","Hola Heladería Cipolletti, paso a revisar tu pedido P-00027 de PASTA SAMBAYON X 4.5 KG.",2026-08-09 09:00:00,true
5492617175545,5492617175545,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-08-09 09:01:29,true
5492617175545,5492617175545,ai,ai,Te confirmo que el pedido P-00027 fue registrado correctamente por 339571.45.,Te confirmo que el pedido P-00027 fue registrado correctamente por 339571.45.,2026-08-09 09:02:18,true
5492617175545,5492617175545,ai,ai,Quedo atento por cualquier otra duda. Gracias.,Quedo atento por cualquier otra duda. Gracias.,2026-08-09 09:03:37,true
5492617236955,5492617236955,ai,ai,"Hola Repostería La Quinta, paso a revisar tu pedido P-00126 de VELA FINITAS DE 17 CM X 24 UNI TORNEADAS MULTICOLOR.","Hola Repostería La Quinta, paso a revisar tu pedido P-00126 de VELA FINITAS DE 17 CM X 24 UNI TORNEADAS MULTICOLOR.",2026-08-10 11:00:00,true
5492617236955,5492617236955,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-08-10 11:00:51,true
5492617236955,5492617236955,ai,ai,Te confirmo que el pedido P-00126 fue registrado correctamente por 81756.03.,Te confirmo que el pedido P-00126 fue registrado correctamente por 81756.03.,2026-08-10 11:01:38,true
5492617236955,5492617236955,human,human,"Perfecto, gracias.","Perfecto, gracias.",2026-08-10 11:02:27,true
5492617236955,5492617236955,ai,ai,Quedo atento por cualquier otra duda. Gracias.,Quedo atento por cualquier otra duda. Gracias.,2026-08-10 11:03:17,true
5492617413812,5492617413812,ai,ai,"Hola Pastelería El Sauce, paso a revisar tu pedido P-00129 de COB S/AMARGA 70% 5711 BOTON X 3 KG.","Hola Pastelería El Sauce, paso a revisar tu pedido P-00129 de COB S/AMARGA 70% 5711 BOTON X 3 KG.",2026-08-10 10:00:00,true
5492617413812,5492617413812,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-08-10 10:01:50,true
5492617413812,5492617413812,ai,ai,Te confirmo que el pedido P-00129 fue registrado correctamente por 1032852.64.,Te confirmo que el pedido P-00129 fue registrado correctamente por 1032852.64.,2026-08-10 10:03:07,true
5492617413812,5492617413812,human,human,"Perfecto, gracias.","Perfecto, gracias.",2026-08-10 10:04:02,true
5492617413812,5492617413812,ai,ai,Quedo atento por cualquier otra duda. Gracias.,Quedo atento por cualquier otra duda. Gracias.,2026-08-10 10:05:14,true
5492618861463,5492618861463,ai,ai,"Hola Pastelería Sorrento, paso a revisar tu pedido P-00079 de DULCE DE LECHE REPOSTERO LA AGUSTINA PREMIUM X 10 KG (BALDE PLAST).","Hola Pastelería Sorrento, paso a revisar tu pedido P-00079 de DULCE DE LECHE REPOSTERO LA AGUSTINA PREMIUM X 10 KG (BALDE PLAST).",2026-08-09 11:00:00,true
5492618861463,5492618861463,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-08-09 11:01:26,true
5492618861463,5492618861463,ai,ai,Te confirmo que el pedido P-00079 fue registrado correctamente por 165047.67.,Te confirmo que el pedido P-00079 fue registrado correctamente por 165047.67.,2026-08-09 11:01:59,true
5492618861463,5492618861463,ai,ai,Quedo atento por cualquier otra duda. Gracias.,Quedo atento por cualquier otra duda. Gracias.,2026-08-09 11:03:29,true
5492618889598,5492618889598,ai,ai,"Hola Panadería-Confitería Imperial, paso a revisar tu pedido P-00110 de BANDEJA PIONERA 20X34 CM X 10 UNIDADES.","Hola Panadería-Confitería Imperial, paso a revisar tu pedido P-00110 de BANDEJA PIONERA 20X34 CM X 10 UNIDADES.",2026-08-09 11:00:00,true
5492618889598,5492618889598,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-08-09 11:01:35,true
5492618889598,5492618889598,ai,ai,Te confirmo que el pedido P-00110 fue registrado correctamente por 12677.72.,Te confirmo que el pedido P-00110 fue registrado correctamente por 12677.72.,2026-08-09 11:02:32,true
5492618889598,5492618889598,ai,ai,Quedo atento por cualquier otra duda. Gracias.,Quedo atento por cualquier otra duda. Gracias.,2026-08-09 11:03:34,true
5492619239862,5492619239862,ai,ai,"Hola Café Helados Dulce Tentación, paso a revisar tu pedido P-00066 de SERVILLETAS ZIG ZAG P/HELADERIA X 10.000 UDS SER BOL.","Hola Café Helados Dulce Tentación, paso a revisar tu pedido P-00066 de SERVILLETAS ZIG ZAG P/HELADERIA X 10.000 UDS SER BOL.",2026-08-08 11:00:00,true
5492619239862,5492619239862,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-08-08 11:01:44,true
5492619239862,5492619239862,ai,ai,Te confirmo que el pedido P-00066 fue registrado correctamente por 230035.80.,Te confirmo que el pedido P-00066 fue registrado correctamente por 230035.80.,2026-08-08 11:03:12,true
5492619239862,5492619239862,ai,ai,Quedo atento por cualquier otra duda. Gracias.,Quedo atento por cualquier otra duda. Gracias.,2026-08-08 11:03:51,true
5492991227644,5492991227644,ai,ai,"Hola Pastelería Don Julio, vi que tenes un pedido abierto por PASTA MASCARPONE X 5 KG y queria ayudarte a cerrarlo.","Hola Pastelería Don Julio, vi que tenes un pedido abierto por PASTA MASCARPONE X 5 KG y queria ayudarte a cerrarlo.",2026-08-10 12:00:00,true
5492991227644,5492991227644,human,human,"Hola, queria hacer un reclamo por error de facturacion.","Hola, queria hacer un reclamo por error de facturacion.",2026-08-10 12:00:58,true
5492991227644,5492991227644,ai,ai,Gracias por avisarnos. Ya tomo el caso por precio distinto al acordado y lo escalo para revision.,Gracias por avisarnos. Ya tomo el caso por precio distinto al acordado y lo escalo para revision.,2026-08-10 12:02:14,true
5492991227644,5492991227644,human,human,"Dale, quedo atento.","Dale, quedo atento.",2026-08-10 12:03:59,true
5492991227644,5492991227644,ai,ai,Ya quedo registrado. Te aviso apenas tengamos respuesta.,Ya quedo registrado. Te aviso apenas tengamos respuesta.,2026-08-10 12:04:29,true
5492992500733,5492992500733,ai,ai,"Hola Heladería Venezia, paso a revisar tu pedido P-00073 de COLORANTE P.COBALTO COMESTIBLE X 4 GR.","Hola Heladería Venezia, paso a revisar tu pedido P-00073 de COLORANTE P.COBALTO COMESTIBLE X 4 GR.",2026-08-09 08:00:00,true
5492992500733,5492992500733,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-08-09 08:01:43,true
5492992500733,5492992500733,ai,ai,Te confirmo que el pedido P-00073 fue registrado correctamente por 415289.89.,Te confirmo que el pedido P-00073 fue registrado correctamente por 415289.89.,2026-08-09 08:02:21,true
5492992500733,5492992500733,ai,ai,Quedo atento por cualquier otra duda. Gracias.,Quedo atento por cualquier otra duda. Gracias.,2026-08-09 08:03:08,true
5492994145193,5492994145193,ai,ai,"Hola Bombonería La Alborada, paso a revisar tu pedido P-00045 de POLVO FLAN VAINILLA INDUS. ( 7810- 2 ) X 6 KG.","Hola Bombonería La Alborada, paso a revisar tu pedido P-00045 de POLVO FLAN VAINILLA INDUS. ( 7810- 2 ) X 6 KG.",2026-08-09 08:00:00,true
5492994145193,5492994145193,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-08-09 08:01:01,true
5492994145193,5492994145193,ai,ai,Te confirmo que el pedido P-00045 fue registrado correctamente por 1794605.30.,Te confirmo que el pedido P-00045 fue registrado correctamente por 1794605.30.,2026-08-09 08:02:08,true
5492994145193,5492994145193,ai,ai,Quedo atento por cualquier otra duda. Gracias.,Quedo atento por cualquier otra duda. Gracias.,2026-08-09 08:03:33,true
5492994228106,5492994228106,ai,ai,"Hola Heladería Frutillar, paso a revisar tu pedido P-00051 de POLVO PARA HELADOS SOFT JAMER X 9 KG YOGURT FRUTILLA.","Hola Heladería Frutillar, paso a revisar tu pedido P-00051 de POLVO PARA HELADOS SOFT JAMER X 9 KG YOGURT FRUTILLA.",2026-08-09 11:00:00,true
5492994228106,5492994228106,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-08-09 11:01:19,true
5492994228106,5492994228106,ai,ai,Te confirmo que el pedido P-00051 fue registrado correctamente por 381246.28.,Te confirmo que el pedido P-00051 fue registrado correctamente por 381246.28.,2026-08-09 11:01:53,true
5492994228106,5492994228106,ai,ai,Quedo atento por cualquier otra duda. Gracias.,Quedo atento por cualquier otra duda. Gracias.,2026-08-09 11:02:34,true
5492995028869,5492995028869,ai,ai,"Hola Pastelería Calafate, paso a revisar tu pedido P-00057 de GRANA STICK MIX AMARILLO-AZUL X 900 GR.","Hola Pastelería Calafate, paso a revisar tu pedido P-00057 de GRANA STICK MIX AMARILLO-AZUL X 900 GR.",2026-08-09 09:00:00,true
5492995028869,5492995028869,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-08-09 09:01:25,true
5492995028869,5492995028869,ai,ai,Te confirmo que el pedido P-00057 fue registrado correctamente por 2430746.25.,Te confirmo que el pedido P-00057 fue registrado correctamente por 2430746.25.,2026-08-09 09:01:55,true
5492995028869,5492995028869,ai,ai,Quedo atento por cualquier otra duda. Gracias.,Quedo atento por cualquier otra duda. Gracias.,2026-08-09 09:03:09,true
5492997489876,5492997489876,ai,ai,"Hola Casa de Torta Premier Norte, paso a revisar tu pedido P-00118 de GRANA STICK MIX AMARILLO-AZUL X 900 GR.","Hola Casa de Torta Premier Norte, paso a revisar tu pedido P-00118 de GRANA STICK MIX AMARILLO-AZUL X 900 GR.",2026-08-08 08:00:00,true
5492997489876,5492997489876,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-08-08 08:01:41,true
5492997489876,5492997489876,ai,ai,Te confirmo que el pedido P-00118 fue registrado correctamente por 552974.22.,Te confirmo que el pedido P-00118 fue registrado correctamente por 552974.22.,2026-08-08 08:02:33,true
5492997489876,5492997489876,ai,ai,Quedo atento por cualquier otra duda. Gracias.,Quedo atento por cualquier otra duda. Gracias.,2026-08-08 08:03:23,true
5492997670210,5492997670210,ai,ai,"Hola Panadería-Confitería Mitre, paso a revisar tu pedido P-00037 de GRANA ESTRELLA MULTICOLOR X 1 KG.","Hola Panadería-Confitería Mitre, paso a revisar tu pedido P-00037 de GRANA ESTRELLA MULTICOLOR X 1 KG.",2026-08-09 10:00:00,true
5492997670210,5492997670210,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-08-09 10:01:07,true
5492997670210,5492997670210,ai,ai,Te confirmo que el pedido P-00037 fue registrado correctamente por 19939.44.,Te confirmo que el pedido P-00037 fue registrado correctamente por 19939.44.,2026-08-09 10:01:54,true
5492997670210,5492997670210,ai,ai,Quedo atento por cualquier otra duda. Gracias.,Quedo atento por cualquier otra duda. Gracias.,2026-08-09 10:02:55,true
5492998066543,5492998066543,ai,ai,"Hola Confitería Industrial, paso a revisar tu pedido P-00132 de VARY CRISTAL MINT X 900 GRS.","Hola Confitería Industrial, paso a revisar tu pedido P-00132 de VARY CRISTAL MINT X 900 GRS.",2026-08-10 09:00:00,true
5492998066543,5492998066543,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-08-10 09:01:38,true
5492998066543,5492998066543,ai,ai,Te confirmo que el pedido P-00132 fue registrado correctamente por 6952.67.,Te confirmo que el pedido P-00132 fue registrado correctamente por 6952.67.,2026-08-10 09:02:17,true
5492998066543,5492998066543,human,human,"Perfecto, gracias.","Perfecto, gracias.",2026-08-10 09:03:52,true
5492998066543,5492998066543,ai,ai,Quedo atento por cualquier otra duda. Gracias.,Quedo atento por cualquier otra duda. Gracias.,2026-08-10 09:05:02,true
5492998718887,5492998718887,ai,ai,"Hola Confitería Amancay, paso a revisar tu pedido P-00054 de POTE POLIPAPEL 390 CC 1/4 KG X 4 TIRAS 116 U BLANCO.","Hola Confitería Amancay, paso a revisar tu pedido P-00054 de POTE POLIPAPEL 390 CC 1/4 KG X 4 TIRAS 116 U BLANCO.",2026-08-08 10:00:00,true
5492998718887,5492998718887,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-08-08 10:01:57,true
5492998718887,5492998718887,ai,ai,Te confirmo que el pedido P-00054 fue registrado correctamente por 123968.87.,Te confirmo que el pedido P-00054 fue registrado correctamente por 123968.87.,2026-08-08 10:02:43,true
5492998718887,5492998718887,ai,ai,Quedo atento por cualquier otra duda. Gracias.,Quedo atento por cualquier otra duda. Gracias.,2026-08-08 10:03:49,true
5492999435946,5492999435946,ai,ai,"Hola Café Helados Puente, paso a revisar tu pedido P-00135 de VELA FINITAS DE 17 CM X 24 UNI TORNEADAS ROSA.","Hola Café Helados Puente, paso a revisar tu pedido P-00135 de VELA FINITAS DE 17 CM X 24 UNI TORNEADAS ROSA.",2026-08-10 08:00:00,true
5492999435946,5492999435946,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-08-10 08:01:43,true
5492999435946,5492999435946,ai,ai,Te confirmo que el pedido P-00135 fue registrado correctamente por 395329.14.,Te confirmo que el pedido P-00135 fue registrado correctamente por 395329.14.,2026-08-10 08:02:31,true
5492999435946,5492999435946,human,human,"Perfecto, gracias.","Perfecto, gracias.",2026-08-10 08:04:17,true
5492999435946,5492999435946,ai,ai,Quedo atento por cualquier otra duda. Gracias.,Quedo atento por cualquier otra duda. Gracias.,2026-08-10 08:04:49,true
5493414799650,5493414799650,ai,ai,"Hola Casa de Torta Italia, paso a revisar tu pedido P-00071 de PASTA BALLINA DE GOMA X 500 GR.","Hola Casa de Torta Italia, paso a revisar tu pedido P-00071 de PASTA BALLINA DE GOMA X 500 GR.",2026-08-08 09:00:00,true
5493414799650,5493414799650,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-08-08 09:00:58,true
