client_phone,cantidad_mensajes,ultimo_mensaje_at,is_unread,live_feed,is_mock
5492612928724,5,2026-06-24 12:54:01,true,true,true
5492614053074,5,2026-06-24 09:55:03,true,true,true
5492617236955,5,2026-06-24 11:53:31,true,true,true
5492617413812,5,2026-06-24 10:55:28,true,true,true
5492991227644,5,2026-06-24 12:55:43,true,true,true
5492998066543,5,2026-06-24 09:55:16,true,true,true
5492999435946,5,2026-06-24 08:55:03,true,true,true
5493418277249,5,2026-06-24 11:56:16,true,true,true
5493514079279,5,2026-06-24 08:55:23,true,true,true
5493582641213,5,2026-06-24 01:54:36,true,true,true
5493587747641,5,2026-06-24 10:55:26,true,true,true
5493587905250,5,2026-06-24 02:55:39,true,true,true
5492612780568,4,2026-06-23 10:53:48,false,false,true
5492615021286,4,2026-06-22 10:53:34,false,false,true
5492615139305,4,2026-06-22 12:53:21,false,false,true
5492617175545,4,2026-06-23 09:53:51,false,false,true
5492618861463,4,2026-06-23 11:53:43,false,false,true
5492618889598,4,2026-06-23 11:53:48,false,false,true
5492619239862,4,2026-06-22 11:54:05,false,false,true
5492992500733,4,2026-06-23 08:53:22,false,false,true
5492994145193,4,2026-06-23 08:53:47,false,false,true
5492994228106,4,2026-06-23 11:52:48,false,false,true
5492995028869,4,2026-06-23 09:53:23,false,false,true
5492997489876,4,2026-06-22 08:53:37,false,false,true
5492997670210,4,2026-06-23 10:53:09,false,false,true
5492998718887,4,2026-06-22 10:54:03,false,false,true
5493414799650,4,2026-06-22 09:52:45,false,false,true
5493416524997,4,2026-06-22 12:53:11,false,false,true
5493416986538,4,2026-06-23 12:53:48,false,false,true
5493419686914,4,2026-06-22 08:53:57,false,false,true
5493513952681,4,2026-06-23 10:53:33,false,false,true
5493515971311,4,2026-06-22 12:53:18,false,false,true
5493516216782,4,2026-06-22 11:53:27,false,false,true
5493517304254,4,2026-06-22 08:54:09,false,false,true
5493517632424,4,2026-06-23 11:54:04,false,false,true
5493518648263,4,2026-06-23 12:54:45,false,false,true
5493519107005,4,2026-06-22 10:54:00,false,false,true
5493582132179,4,2026-06-23 12:53:58,false,false,true
5493582639964,4,2026-06-22 09:52:33,false,false,true
5493811657614,4,2026-06-22 09:53:30,false,false,true
5493812941974,4,2026-06-22 10:53:52,false,false,true
5493813520000,4,2026-06-23 09:53:37,false,false,true
5493814729528,4,2026-06-23 08:54:20,false,false,true
5493817404433,4,2026-06-23 09:54:19,false,false,true
5493818437953,4,2026-06-22 08:53:38,false,false,true
5493872845902,4,2026-06-22 11:53:18,false,false,true
5493874104594,4,2026-06-23 09:53:12,false,false,true
5493876499570,4,2026-06-22 08:52:36,false,false,true
5493876914178,4,2026-06-22 10:54:01,false,false,true
5493876922419,4,2026-06-22 12:52:47,false,false,true
