pedido_ref,product_code,nombre,cantidad_solicitada,precio_unitario,lista_precios_id,notas,is_mock,cliente_phone
PF-000001,12517860,SAVORY TRITON PALETA 16X80 ml CL,3,18471.30,2,Pedido histórico field mock (2025-06-01),true,5493587905250
PF-000001,12498965,SAVORY Centella Sabores MP 1(21x52ml),4,4588.50,2,Pedido histórico field mock (2025-06-01),true,5493587905250
PF-000001,10000259,HABAS 30*200 MINUTITO VERDE,3,19459.15,2,Pedido histórico field mock (2025-06-01),true,5493587905250
PF-000002,12517860,SAVORY TRITON PALETA 16X80 ml CL,2,18471.30,2,Pedido histórico field mock (2025-06-23),true,5493587905250
PF-000002,12498965,SAVORY Centella Sabores MP 1(21x52ml),1,4588.50,2,Pedido histórico field mock (2025-06-23),true,5493587905250
PF-000003,12517860,SAVORY TRITON PALETA 16X80 ml CL,2,18471.30,2,Pedido histórico field mock (2025-07-08),true,5493587905250
PF-000003,12498965,SAVORY Centella Sabores MP 1(21x52ml),2,4588.50,2,Pedido histórico field mock (2025-07-08),true,5493587905250
PF-000004,12517860,SAVORY TRITON PALETA 16X80 ml CL,2,18471.30,2,Pedido histórico field mock (2025-08-03),true,5493587905250
PF-000004,12498965,SAVORY Centella Sabores MP 1(21x52ml),1,4588.50,2,Pedido histórico field mock (2025-08-03),true,5493587905250
PF-000005,12517860,SAVORY TRITON PALETA 16X80 ml CL,1,18471.30,2,Pedido histórico field mock (2025-08-22),true,5493587905250
PF-000005,12498965,SAVORY Centella Sabores MP 1(21x52ml),2,4588.50,2,Pedido histórico field mock (2025-08-22),true,5493587905250
PF-000005,12629800,SAVORY Colores Hel FrutosRojos26x65mlCL,4,6969.00,2,Pedido histórico field mock (2025-08-22),true,5493587905250
PF-000005,10000103,CHOCLO 30X200 MINUTO VERDE,3,18559.85,2,Pedido histórico field mock (2025-08-22),true,5493587905250
PF-000006,12517860,SAVORY TRITON PALETA 16X80 ml CL,1,18471.30,2,Pedido histórico field mock (2025-09-17),true,5493587905250
PF-000006,12498965,SAVORY Centella Sabores MP 1(21x52ml),1,4588.50,2,Pedido histórico field mock (2025-09-17),true,5493587905250
PF-000006,12629800,SAVORY Colores Hel FrutosRojos26x65mlCL,3,6969.00,2,Pedido histórico field mock (2025-09-17),true,5493587905250
PF-000007,12517860,SAVORY TRITON PALETA 16X80 ml CL,1,18471.30,2,Pedido histórico field mock (2025-10-06),true,5493587905250
PF-000007,12498965,SAVORY Centella Sabores MP 1(21x52ml),4,4588.50,2,Pedido histórico field mock (2025-10-06),true,5493587905250
PF-000007,1000007407,"PAPAS MCCAIN SURECRISP 6X2,5KG 9MM",3,45278.95,2,Pedido histórico field mock (2025-10-06),true,5493587905250
PF-000008,12023357,SAVORY CHOCOLITO Hel MiniMP16(10x50ml)CL,2,57405.60,3,Pedido histórico field mock (2025-06-02),true,5493582641213
PF-000008,12517860,SAVORY TRITON PALETA 16X80 ml CL,4,14455.80,3,Pedido histórico field mock (2025-06-02),true,5493582641213
PF-000008,10000275,HUMITAS 16*4 MINUTO VERDE,4,65935.80,3,Pedido histórico field mock (2025-06-02),true,5493582641213
PF-000009,12023357,SAVORY CHOCOLITO Hel MiniMP16(10x50ml)CL,3,57405.60,3,Pedido histórico field mock (2025-06-18),true,5493582641213
PF-000009,12517860,SAVORY TRITON PALETA 16X80 ml CL,2,14455.80,3,Pedido histórico field mock (2025-06-18),true,5493582641213
PF-000009,12628885,Savory Helado Cono Trencito 18x80ml CL,4,18112.50,3,Pedido histórico field mock (2025-06-18),true,5493582641213
PF-000009,10000259,HABAS 30*200 MINUTITO VERDE,2,15228.90,3,Pedido histórico field mock (2025-06-18),true,5493582641213
PF-000010,12023357,SAVORY CHOCOLITO Hel MiniMP16(10x50ml)CL,3,57405.60,3,Pedido histórico field mock (2025-07-18),true,5493582641213
PF-000010,12517860,SAVORY TRITON PALETA 16X80 ml CL,3,14455.80,3,Pedido histórico field mock (2025-07-18),true,5493582641213
PF-000011,12023357,SAVORY CHOCOLITO Hel MiniMP16(10x50ml)CL,4,57405.60,3,Pedido histórico field mock (2025-08-05),true,5493582641213
PF-000011,12517860,SAVORY TRITON PALETA 16X80 ml CL,1,14455.80,3,Pedido histórico field mock (2025-08-05),true,5493582641213
PF-000011,10000100,CHOCLO 10X200 MINUTITO VERDE,4,4842.00,3,Pedido histórico field mock (2025-08-05),true,5493582641213
PF-000012,12023357,SAVORY CHOCOLITO Hel MiniMP16(10x50ml)CL,4,57405.60,3,Pedido histórico field mock (2025-08-21),true,5493582641213
PF-000012,12517860,SAVORY TRITON PALETA 16X80 ml CL,4,14455.80,3,Pedido histórico field mock (2025-08-21),true,5493582641213
PF-000012,1000007407,"PAPAS MCCAIN SURECRISP 6X2,5KG 9MM",2,35435.70,3,Pedido histórico field mock (2025-08-21),true,5493582641213
PF-000012,12628855,SAVORY Helado Fini 24x70ml CL,1,13005.00,3,Pedido histórico field mock (2025-08-21),true,5493582641213
PF-000013,12023357,SAVORY CHOCOLITO Hel MiniMP16(10x50ml)CL,4,57405.60,3,Pedido histórico field mock (2025-09-13),true,5493582641213
PF-000013,12517860,SAVORY TRITON PALETA 16X80 ml CL,2,14455.80,3,Pedido histórico field mock (2025-09-13),true,5493582641213
PF-000013,12629889,SAVORY Colores Helados Pina 26x65ml CL,2,5454.00,3,Pedido histórico field mock (2025-09-13),true,5493582641213
PF-000014,12023357,SAVORY CHOCOLITO Hel MiniMP16(10x50ml)CL,4,57405.60,3,Pedido histórico field mock (2025-10-09),true,5493582641213
PF-000014,12517860,SAVORY TRITON PALETA 16X80 ml CL,3,14455.80,3,Pedido histórico field mock (2025-10-09),true,5493582641213
PF-000015,12219159,SAVORY CROCANTY Hel MiniMP16(8x50ml)CL,1,54774.85,4,Pedido histórico field mock (2025-06-02),true,5492991227644
PF-000015,12023357,SAVORY CHOCOLITO Hel MiniMP16(10x50ml)CL,3,54216.40,4,Pedido histórico field mock (2025-06-02),true,5492991227644
PF-000016,12219159,SAVORY CROCANTY Hel MiniMP16(8x50ml)CL,4,54774.85,4,Pedido histórico field mock (2025-06-20),true,5492991227644
PF-000016,12023357,SAVORY CHOCOLITO Hel MiniMP16(10x50ml)CL,4,54216.40,4,Pedido histórico field mock (2025-06-20),true,5492991227644
PF-000016,12589516,SAVORY TRULULU Hel Mini MP 16(10x50ml)CL,4,47239.60,4,Pedido histórico field mock (2025-06-20),true,5492991227644
PF-000017,12219159,SAVORY CROCANTY Hel MiniMP16(8x50ml)CL,2,54774.85,4,Pedido histórico field mock (2025-07-12),true,5492991227644
PF-000017,12023357,SAVORY CHOCOLITO Hel MiniMP16(10x50ml)CL,2,54216.40,4,Pedido histórico field mock (2025-07-12),true,5492991227644
PF-000017,1000007407,"PAPAS MCCAIN SURECRISP 6X2,5KG 9MM",2,33467.05,4,Pedido histórico field mock (2025-07-12),true,5492991227644
PF-000018,12219159,SAVORY CROCANTY Hel MiniMP16(8x50ml)CL,4,54774.85,4,Pedido histórico field mock (2025-07-31),true,5492991227644
PF-000018,12023357,SAVORY CHOCOLITO Hel MiniMP16(10x50ml)CL,4,54216.40,4,Pedido histórico field mock (2025-07-31),true,5492991227644
PF-000019,12219159,SAVORY CROCANTY Hel MiniMP16(8x50ml)CL,4,54774.85,4,Pedido histórico field mock (2025-08-21),true,5492991227644
PF-000019,12023357,SAVORY CHOCOLITO Hel MiniMP16(10x50ml)CL,2,54216.40,4,Pedido histórico field mock (2025-08-21),true,5492991227644
PF-000019,12599674,SAVORY XPLORI HEL K-LOV 20X62G CL,4,6830.60,4,Pedido histórico field mock (2025-08-21),true,5492991227644
PF-000020,12219159,SAVORY CROCANTY Hel MiniMP16(8x50ml)CL,4,54774.85,4,Pedido histórico field mock (2025-09-14),true,5492991227644
PF-000020,12023357,SAVORY CHOCOLITO Hel MiniMP16(10x50ml)CL,2,54216.40,4,Pedido histórico field mock (2025-09-14),true,5492991227644
PF-000020,12628855,SAVORY Helado Fini 24x70ml CL,2,12282.50,4,Pedido histórico field mock (2025-09-14),true,5492991227644
PF-000020,12628885,Savory Helado Cono Trencito 18x80ml CL,2,17106.25,4,Pedido histórico field mock (2025-09-14),true,5492991227644
PF-000021,12219159,SAVORY CROCANTY Hel MiniMP16(8x50ml)CL,2,54774.85,4,Pedido histórico field mock (2025-10-04),true,5492991227644
PF-000021,12023357,SAVORY CHOCOLITO Hel MiniMP16(10x50ml)CL,1,54216.40,4,Pedido histórico field mock (2025-10-04),true,5492991227644
PF-000021,12589516,SAVORY TRULULU Hel Mini MP 16(10x50ml)CL,1,47239.60,4,Pedido histórico field mock (2025-10-04),true,5492991227644
PF-000022,12498965,SAVORY Centella Sabores MP 1(21x52ml),3,3990.00,1,Pedido histórico field mock (2025-06-01),true,5493418277249
PF-000022,12219159,SAVORY CROCANTY Hel MiniMP16(8x50ml)CL,1,64441.00,1,Pedido histórico field mock (2025-06-01),true,5493418277249
PF-000023,12498965,SAVORY Centella Sabores MP 1(21x52ml),4,3990.00,1,Pedido histórico field mock (2025-06-18),true,5493418277249
PF-000023,12219159,SAVORY CROCANTY Hel MiniMP16(8x50ml)CL,2,64441.00,1,Pedido histórico field mock (2025-06-18),true,5493418277249
PF-000023,1000007407,"PAPAS MCCAIN SURECRISP 6X2,5KG 9MM",3,39373.00,1,Pedido histórico field mock (2025-06-18),true,5493418277249
PF-000023,12602492,SAVORY HELADO PALETA TRENCITO 16X70 ml CL,2,16081.00,1,Pedido histórico field mock (2025-06-18),true,5493418277249
PF-000024,12498965,SAVORY Centella Sabores MP 1(21x52ml),3,3990.00,1,Pedido histórico field mock (2025-07-12),true,5493418277249
PF-000024,12219159,SAVORY CROCANTY Hel MiniMP16(8x50ml)CL,3,64441.00,1,Pedido histórico field mock (2025-07-12),true,5493418277249
PF-000025,12498965,SAVORY Centella Sabores MP 1(21x52ml),1,3990.00,1,Pedido histórico field mock (2025-08-05),true,5493418277249
PF-000025,12219159,SAVORY CROCANTY Hel MiniMP16(8x50ml)CL,1,64441.00,1,Pedido histórico field mock (2025-08-05),true,5493418277249
PF-000026,12498965,SAVORY Centella Sabores MP 1(21x52ml),1,3990.00,1,Pedido histórico field mock (2025-08-20),true,5493418277249
PF-000026,12219159,SAVORY CROCANTY Hel MiniMP16(8x50ml)CL,4,64441.00,1,Pedido histórico field mock (2025-08-20),true,5493418277249
