pedido_ref,cliente_phone,fecha,estado,total,notas,is_mock,es_pedido_abierto,source
PF-000001,5493587905250,2025-06-01 08:20:00,confirmado,132145.35,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000002,5493587905250,2025-06-23 09:38:00,confirmado,41531.10,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000003,5493587905250,2025-07-08 18:10:00,confirmado,46119.60,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000004,5493587905250,2025-08-03 15:53:00,confirmado,41531.10,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000005,5493587905250,2025-08-22 18:47:00,confirmado,111203.85,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000006,5493587905250,2025-09-17 14:58:00,confirmado,43966.80,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000007,5493587905250,2025-10-06 15:33:00,confirmado,172662.15,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000008,5493582641213,2025-06-02 13:08:00,confirmado,436377.60,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000009,5493582641213,2025-06-18 18:06:00,confirmado,304036.20,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000010,5493582641213,2025-07-18 08:43:00,confirmado,215584.20,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000011,5493582641213,2025-08-05 11:31:00,confirmado,263446.20,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000012,5493582641213,2025-08-21 15:19:00,confirmado,371322.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000013,5493582641213,2025-09-13 15:59:00,confirmado,269442.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000014,5493582641213,2025-10-09 14:47:00,confirmado,272989.80,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000015,5492991227644,2025-06-02 16:28:00,confirmado,217424.05,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000016,5492991227644,2025-06-20 08:00:00,confirmado,624923.40,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000017,5492991227644,2025-07-12 16:53:00,confirmado,284916.60,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000018,5492991227644,2025-07-31 08:15:00,confirmado,435965.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000019,5492991227644,2025-08-21 14:12:00,confirmado,354854.60,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000020,5492991227644,2025-09-14 12:01:00,confirmado,386309.70,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000021,5492991227644,2025-10-04 16:21:00,confirmado,211005.70,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000022,5493418277249,2025-06-01 16:52:00,confirmado,76411.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000023,5493418277249,2025-06-18 09:27:00,confirmado,295123.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000024,5493418277249,2025-07-12 12:47:00,confirmado,205293.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000025,5493418277249,2025-08-05 12:50:00,confirmado,68431.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000026,5493418277249,2025-08-20 14:16:00,confirmado,279934.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000027,5493418277249,2025-09-10 08:03:00,confirmado,301878.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000028,5493418277249,2025-10-01 18:45:00,confirmado,205355.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000029,5493587747641,2025-06-03 18:27:00,confirmado,407600.25,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000030,5493587747641,2025-06-19 11:57:00,confirmado,114713.65,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000031,5493587747641,2025-07-12 14:47:00,confirmado,367611.30,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000032,5493587747641,2025-08-02 16:25:00,confirmado,42858.20,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000033,5493587747641,2025-08-28 10:27:00,confirmado,66145.70,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000034,5493587747641,2025-09-12 12:17:00,confirmado,33743.30,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000035,5493587747641,2025-10-07 15:51:00,confirmado,34437.90,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000036,5492614053074,2025-06-01 10:04:00,confirmado,61587.90,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000037,5492614053074,2025-06-25 10:25:00,confirmado,283143.60,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000038,5492614053074,2025-07-16 13:27:00,confirmado,103192.20,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000039,5492614053074,2025-07-29 14:23:00,confirmado,119584.80,Pedido histórico field mock,true,false,fase-06-1-field-backbone
