pedido_ref,cliente_phone,cliente_codigo,product_code,nombre,cantidad_solicitada,precio_unitario,lista_precios_id,notas,is_mock,es_pedido_abierto,promo_aplicada
P-00001,5493587905250,25001,134054,NUGGETS DE POLLO CROCANTES 16X275 GR,2,28208.35,2,Pedido: 2 1 (normalizado: 32 1; equiv: 2 1),true,false,false
P-00001,5493587905250,25001,110077,POSTA PALETA VACUNO VACIO IMP,3,10381.05,2,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,false,false
P-00001,5493587905250,25001,557352,PECHUGA DE POLLO REBOZADO 20X480G,1,70416.80,2,Pedido: 1 1 (normalizado: 20 1; equiv: 1 1),true,false,false
P-00002,5493587905250,25001,110069,LOMO LISO VACUNO VACIO IMP,5,13988.60,2,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00003,5493587905250,25001,347562,SUPREMITAS DE POLLO REB. 2X3 KG,5,39412.80,2,Pedido: 5 1 (normalizado: 10 1; equiv: 5 1),true,false,false
P-00003,5493587905250,25001,130331,CHURRASCO VACUNO LO VALLEDOR 39X90 GRS,5,30929.25,2,Pedido: 5 1 (normalizado: 195 1; equiv: 5 1),true,false,false
P-00003,5493587905250,25001,11000081,PAPA PRE FRITA 20X500 Minuto Verde,5,35363.65,2,Pedido: 5 1 (normalizado: 100 1; equiv: 5 1),true,false,false
P-00003,5493587905250,25001,110003,CHOCLILLO VACUNO VACIO IMP (V),5,11141.20,2,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00004,5493582641213,25002,10001956,CHOCLO 16*1KG,5,33803.10,3,Pedido: 5 1 (normalizado: 80 1; equiv: 5 1),true,false,false
P-00004,5493582641213,25002,10000262,HABAS PELADAS F/SERVICE 7X1,2,40156.20,3,Pedido: 2 1 (normalizado: 14 1; equiv: 2 1),true,false,false
P-00005,5493582641213,25002,200002HBIQ1881,HABAS 16*1 INTERAGRO,3,35681.40,3,Pedido: 3 1 (normalizado: 48 1; equiv: 3 1),true,false,false
P-00005,5493582641213,25002,557352,PECHUGA DE POLLO REBOZADO 20X480G,3,55108.80,3,Pedido: 3 1 (normalizado: 60 1; equiv: 3 1),true,false,false
P-00005,5493582641213,25002,110113101,"PAPAS MCCAIN CORTE CASERO 6X2,5 KG 12MM",4,26798.40,3,Pedido: 4 1 (normalizado: 24 1; equiv: 4 1),true,false,false
P-00005,5493582641213,25002,12018423,LITRO VAINILLA,4,16244.10,3,Pedido: 4 1 (normalizado: 4 1; equiv: 4 1),true,false,false
P-00006,5493582641213,25002,12617515,LA CREMERIA Hel Dulce Framb 6x1L N1 CL,1,26064.00,3,Pedido: 1 1 (normalizado: 6 1; equiv: 1 1),true,false,false
P-00006,5493582641213,25002,12094971,SUPER TRULULU 26 X 70 ML,3,13180.50,3,Pedido: 3 1 (normalizado: 78 1; equiv: 3 1),true,false,false
P-00006,5493582641213,25002,157797,PULPA DESHUESADA GRANEL 20 KG,5,53897.40,3,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00007,5492991227644,25003,152,NUGGET DE MERLUZA APANADO 24X400 GR,1,44617.35,4,Pedido: 1 1 (normalizado: 24 1; equiv: 1 1),true,false,false
P-00007,5492991227644,25003,12628855,SAVORY Helado Fini 24x70ml CL,4,12282.50,4,Pedido: 4 1 (normalizado: 96 1; equiv: 4 1),true,false,false
P-00007,5492991227644,25003,347562,SUPREMITAS DE POLLO REB. 2X3 KG,2,29131.20,4,Pedido: 2 1 (normalizado: 4 1; equiv: 2 1),true,false,false
P-00008,5492991227644,25003,11000639,ESPARRAGO F. SERVICE L. 9X1,3,56742.60,4,Pedido: 3 1 (normalizado: 27 1; equiv: 3 1),true,false,false
