client_phone,session_id,sender_type,type,message,content,created_at,is_mock
5492612780568,5492612780568,ai,ai,"Hola Congelados de la Tierra, paso a revisar tu pedido P-00099 de LA CREMERIA Hel Frambuesa Crunchy 6x1L CL.","Hola Congelados de la Tierra, paso a revisar tu pedido P-00099 de LA CREMERIA Hel Frambuesa Crunchy 6x1L CL.",2026-06-23 10:50:14,true
5492612780568,5492612780568,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-06-23 10:51:43,true
5492612780568,5492612780568,ai,ai,Te confirmo que el pedido P-00099 fue registrado correctamente por 300029.25.,Te confirmo que el pedido P-00099 fue registrado correctamente por 300029.25.,2026-06-23 10:52:39,true
5492612780568,5492612780568,ai,ai,Quedo atento por cualquier otra duda. Gracias.,Quedo atento por cualquier otra duda. Gracias.,2026-06-23 10:53:48,true
5492612928724,5492612928724,ai,ai,"Hola Alimentos Fríos, paso a revisar tu pedido P-00123 de POLLO GANSO VACUNO VACIO IMP.","Hola Alimentos Fríos, paso a revisar tu pedido P-00123 de POLLO GANSO VACUNO VACIO IMP.",2026-06-24 12:50:14,true
5492612928724,5492612928724,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-06-24 12:50:59,true
5492612928724,5492612928724,ai,ai,Te confirmo que el pedido P-00123 fue registrado correctamente por 249652.35.,Te confirmo que el pedido P-00123 fue registrado correctamente por 249652.35.,2026-06-24 12:51:32,true
5492612928724,5492612928724,human,human,"Perfecto, gracias.","Perfecto, gracias.",2026-06-24 12:53:05,true
5492612928724,5492612928724,ai,ai,Quedo atento por cualquier otra duda. Gracias.,Quedo atento por cualquier otra duda. Gracias.,2026-06-24 12:54:01,true
5492614053074,5492614053074,ai,ai,"Hola Almacén de Nieve, vi que tenes un pedido abierto por LASAGNA BOLOGNESA 6X600 y queria ayudarte a cerrarlo.","Hola Almacén de Nieve, vi que tenes un pedido abierto por LASAGNA BOLOGNESA 6X600 y queria ayudarte a cerrarlo.",2026-06-24 09:50:14,true
5492614053074,5492614053074,human,human,"Buen dia, pasame detalle de ese pedido por favor.","Buen dia, pasame detalle de ese pedido por favor.",2026-06-24 09:51:52,true
5492614053074,5492614053074,ai,ai,Te confirmo que el pedido P-00156 sigue en curso por un total de 138604.50. Si queres te lo dejo cerrado hoy.,Te confirmo que el pedido P-00156 sigue en curso por un total de 138604.50. Si queres te lo dejo cerrado hoy.,2026-06-24 09:52:28,true
5492614053074,5492614053074,human,human,"Dale, mandamelo asi.","Dale, mandamelo asi.",2026-06-24 09:53:46,true
5492614053074,5492614053074,ai,ai,"Genial, te lo dejo confirmado y en preparacion.","Genial, te lo dejo confirmado y en preparacion.",2026-06-24 09:55:03,true
5492615021286,5492615021286,ai,ai,"Hola Cocina de Invierno, paso a revisar tu pedido P-00112 de EGOCENTRICO Helado 20x85ml.","Hola Cocina de Invierno, paso a revisar tu pedido P-00112 de EGOCENTRICO Helado 20x85ml.",2026-06-22 10:50:14,true
5492615021286,5492615021286,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-06-22 10:52:03,true
5492615021286,5492615021286,ai,ai,Te confirmo que el pedido P-00112 fue registrado correctamente por 287042.40.,Te confirmo que el pedido P-00112 fue registrado correctamente por 287042.40.,2026-06-22 10:52:51,true
5492615021286,5492615021286,ai,ai,Quedo atento por cualquier otra duda. Gracias.,Quedo atento por cualquier otra duda. Gracias.,2026-06-22 10:53:34,true
5492615139305,5492615139305,ai,ai,"Hola La Casa del Frío, paso a revisar tu pedido P-00076 de GOLDEN CHICKEN RBZ PICANTE 16X300GR.","Hola La Casa del Frío, paso a revisar tu pedido P-00076 de GOLDEN CHICKEN RBZ PICANTE 16X300GR.",2026-06-22 12:50:14,true
5492615139305,5492615139305,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-06-22 12:51:21,true
5492615139305,5492615139305,ai,ai,Te confirmo que el pedido P-00076 fue registrado correctamente por 38175.30.,Te confirmo que el pedido P-00076 fue registrado correctamente por 38175.30.,2026-06-22 12:52:38,true
5492615139305,5492615139305,ai,ai,Quedo atento por cualquier otra duda. Gracias.,Quedo atento por cualquier otra duda. Gracias.,2026-06-22 12:53:21,true
5492617175545,5492617175545,ai,ai,"Hola Frío Express, paso a revisar tu pedido P-00027 de PASTA DE CHOCLO 10X1 CONDIMENT.","Hola Frío Express, paso a revisar tu pedido P-00027 de PASTA DE CHOCLO 10X1 CONDIMENT.",2026-06-23 09:50:14,true
5492617175545,5492617175545,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-06-23 09:51:43,true
5492617175545,5492617175545,ai,ai,Te confirmo que el pedido P-00027 fue registrado correctamente por 160896.50.,Te confirmo que el pedido P-00027 fue registrado correctamente por 160896.50.,2026-06-23 09:52:32,true
5492617175545,5492617175545,ai,ai,Quedo atento por cualquier otra duda. Gracias.,Quedo atento por cualquier otra duda. Gracias.,2026-06-23 09:53:51,true
5492617236955,5492617236955,ai,ai,"Hola Cocina Congelada, paso a revisar tu pedido P-00126 de SAVORY TRITON PALETA 16X80 ml CL.","Hola Cocina Congelada, paso a revisar tu pedido P-00126 de SAVORY TRITON PALETA 16X80 ml CL.",2026-06-24 11:50:14,true
5492617236955,5492617236955,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-06-24 11:51:05,true
5492617236955,5492617236955,ai,ai,Te confirmo que el pedido P-00126 fue registrado correctamente por 151559.00.,Te confirmo que el pedido P-00126 fue registrado correctamente por 151559.00.,2026-06-24 11:51:52,true
5492617236955,5492617236955,human,human,"Perfecto, gracias.","Perfecto, gracias.",2026-06-24 11:52:41,true
5492617236955,5492617236955,ai,ai,Quedo atento por cualquier otra duda. Gracias.,Quedo atento por cualquier otra duda. Gracias.,2026-06-24 11:53:31,true
5492617413812,5492617413812,ai,ai,"Hola La Heladería, paso a revisar tu pedido P-00129 de PIZZA 4 QUESOS 12X460 GR.","Hola La Heladería, paso a revisar tu pedido P-00129 de PIZZA 4 QUESOS 12X460 GR.",2026-06-24 10:50:14,true
5492617413812,5492617413812,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-06-24 10:52:04,true
5492617413812,5492617413812,ai,ai,Te confirmo que el pedido P-00129 fue registrado correctamente por 192472.30.,Te confirmo que el pedido P-00129 fue registrado correctamente por 192472.30.,2026-06-24 10:53:21,true
5492617413812,5492617413812,human,human,"Perfecto, gracias.","Perfecto, gracias.",2026-06-24 10:54:16,true
5492617413812,5492617413812,ai,ai,Quedo atento por cualquier otra duda. Gracias.,Quedo atento por cualquier otra duda. Gracias.,2026-06-24 10:55:28,true
5492618861463,5492618861463,ai,ai,"Hola Comidas Congeladas, paso a revisar tu pedido P-00079 de HABAS 30*500 MINUTO VERDE.","Hola Comidas Congeladas, paso a revisar tu pedido P-00079 de HABAS 30*500 MINUTO VERDE.",2026-06-23 11:50:14,true
5492618861463,5492618861463,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-06-23 11:51:40,true
5492618861463,5492618861463,ai,ai,Te confirmo que el pedido P-00079 fue registrado correctamente por 207846.25.,Te confirmo que el pedido P-00079 fue registrado correctamente por 207846.25.,2026-06-23 11:52:13,true
5492618861463,5492618861463,ai,ai,Quedo atento por cualquier otra duda. Gracias.,Quedo atento por cualquier otra duda. Gracias.,2026-06-23 11:53:43,true
5492618889598,5492618889598,ai,ai,"Hola Delicias Congeladas, paso a revisar tu pedido P-00110 de P. GRANADO 15X1 LC F/SERVICE.","Hola Delicias Congeladas, paso a revisar tu pedido P-00110 de P. GRANADO 15X1 LC F/SERVICE.",2026-06-23 11:50:14,true
5492618889598,5492618889598,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-06-23 11:51:49,true
5492618889598,5492618889598,ai,ai,Te confirmo que el pedido P-00110 fue registrado correctamente por 760760.65.,Te confirmo que el pedido P-00110 fue registrado correctamente por 760760.65.,2026-06-23 11:52:46,true
5492618889598,5492618889598,ai,ai,Quedo atento por cualquier otra duda. Gracias.,Quedo atento por cualquier otra duda. Gracias.,2026-06-23 11:53:48,true
5492619239862,5492619239862,ai,ai,"Hola Almacén Congelado, paso a revisar tu pedido P-00066 de PECHUGA POLLO DESHUESADA CONG 7,5X2 KG.","Hola Almacén Congelado, paso a revisar tu pedido P-00066 de PECHUGA POLLO DESHUESADA CONG 7,5X2 KG.",2026-06-22 11:50:14,true
5492619239862,5492619239862,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-06-22 11:51:58,true
5492619239862,5492619239862,ai,ai,Te confirmo que el pedido P-00066 fue registrado correctamente por 466595.10.,Te confirmo que el pedido P-00066 fue registrado correctamente por 466595.10.,2026-06-22 11:53:26,true
5492619239862,5492619239862,ai,ai,Quedo atento por cualquier otra duda. Gracias.,Quedo atento por cualquier otra duda. Gracias.,2026-06-22 11:54:05,true
5492991227644,5492991227644,ai,ai,"Hola Frío y Sabor, vi que tenes un pedido abierto por MARGARINA POTE QUALY ORIGINAL 12X500 GR y queria ayudarte a cerrarlo.","Hola Frío y Sabor, vi que tenes un pedido abierto por MARGARINA POTE QUALY ORIGINAL 12X500 GR y queria ayudarte a cerrarlo.",2026-06-24 12:50:14,true
5492991227644,5492991227644,human,human,"Hola, queria hacer un reclamo por demora en la entrega.","Hola, queria hacer un reclamo por demora en la entrega.",2026-06-24 12:51:54,true
5492991227644,5492991227644,ai,ai,Gracias por avisarnos. Ya tomo el caso por precio distinto al acordado y lo escalo para revision.,Gracias por avisarnos. Ya tomo el caso por precio distinto al acordado y lo escalo para revision.,2026-06-24 12:53:13,true
5492991227644,5492991227644,human,human,"Dale, quedo atento.","Dale, quedo atento.",2026-06-24 12:54:38,true
5492991227644,5492991227644,ai,ai,Ya quedo registrado. Te aviso apenas tengamos respuesta.,Ya quedo registrado. Te aviso apenas tengamos respuesta.,2026-06-24 12:55:43,true
5492992500733,5492992500733,ai,ai,"Hola Helados del Campo, paso a revisar tu pedido P-00073 de MCCAIN SMILES: CROQUETAS DE PAPA 6 X 1,5 KG.","Hola Helados del Campo, paso a revisar tu pedido P-00073 de MCCAIN SMILES: CROQUETAS DE PAPA 6 X 1,5 KG.",2026-06-23 08:50:14,true
5492992500733,5492992500733,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-06-23 08:51:57,true
5492992500733,5492992500733,ai,ai,Te confirmo que el pedido P-00073 fue registrado correctamente por 172680.55.,Te confirmo que el pedido P-00073 fue registrado correctamente por 172680.55.,2026-06-23 08:52:35,true
5492992500733,5492992500733,ai,ai,Quedo atento por cualquier otra duda. Gracias.,Quedo atento por cualquier otra duda. Gracias.,2026-06-23 08:53:22,true
5492994145193,5492994145193,ai,ai,"Hola Helados y Más, paso a revisar tu pedido P-00045 de IANSA CERO K ALULOSA SUCRALOSA 4x90ml.","Hola Helados y Más, paso a revisar tu pedido P-00045 de IANSA CERO K ALULOSA SUCRALOSA 4x90ml.",2026-06-23 08:50:14,true
5492994145193,5492994145193,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-06-23 08:51:15,true
