client_phone,cantidad_mensajes,ultimo_mensaje_at,is_unread,live_feed,is_mock
5492612928724,5,2026-06-17 13:20:43,true,true,true
5492614053074,5,2026-06-17 10:21:45,true,true,true
5492617236955,5,2026-06-17 12:20:13,true,true,true
5492617413812,5,2026-06-17 11:22:10,true,true,true
5492991227644,5,2026-06-17 13:22:25,true,true,true
5492998066543,5,2026-06-17 10:21:58,true,true,true
5492999435946,5,2026-06-17 09:21:45,true,true,true
5493418277249,5,2026-06-17 12:22:58,true,true,true
5493514079279,5,2026-06-17 09:22:05,true,true,true
5493582641213,5,2026-06-17 02:21:18,true,true,true
5493587747641,5,2026-06-17 11:22:08,true,true,true
5493587905250,5,2026-06-17 03:22:21,true,true,true
5492612780568,4,2026-06-16 11:20:30,false,false,true
5492615021286,4,2026-06-15 11:20:16,false,false,true
5492615139305,4,2026-06-15 13:20:03,false,false,true
5492617175545,4,2026-06-16 10:20:33,false,false,true
5492618861463,4,2026-06-16 12:20:25,false,false,true
5492618889598,4,2026-06-16 12:20:30,false,false,true
5492619239862,4,2026-06-15 12:20:47,false,false,true
5492992500733,4,2026-06-16 09:20:04,false,false,true
5492994145193,4,2026-06-16 09:20:29,false,false,true
5492994228106,4,2026-06-16 12:19:30,false,false,true
5492995028869,4,2026-06-16 10:20:05,false,false,true
5492997489876,4,2026-06-15 09:20:19,false,false,true
5492997670210,4,2026-06-16 11:19:51,false,false,true
5492998718887,4,2026-06-15 11:20:45,false,false,true
5493414799650,4,2026-06-15 10:19:27,false,false,true
5493416524997,4,2026-06-15 13:19:53,false,false,true
5493416986538,4,2026-06-16 13:20:30,false,false,true
5493419686914,4,2026-06-15 09:20:39,false,false,true
5493513952681,4,2026-06-16 11:20:15,false,false,true
5493515971311,4,2026-06-15 13:20:00,false,false,true
5493516216782,4,2026-06-15 12:20:09,false,false,true
5493517304254,4,2026-06-15 09:20:51,false,false,true
5493517632424,4,2026-06-16 12:20:46,false,false,true
5493518648263,4,2026-06-16 13:21:27,false,false,true
5493519107005,4,2026-06-15 11:20:42,false,false,true
5493582132179,4,2026-06-16 13:20:40,false,false,true
5493582639964,4,2026-06-15 10:19:15,false,false,true
5493811657614,4,2026-06-15 10:20:12,false,false,true
5493812941974,4,2026-06-15 11:20:34,false,false,true
5493813520000,4,2026-06-16 10:20:19,false,false,true
5493814729528,4,2026-06-16 09:21:02,false,false,true
5493817404433,4,2026-06-16 10:21:01,false,false,true
5493818437953,4,2026-06-15 09:20:20,false,false,true
5493872845902,4,2026-06-15 12:20:00,false,false,true
5493874104594,4,2026-06-16 10:19:54,false,false,true
5493876499570,4,2026-06-15 09:19:18,false,false,true
5493876914178,4,2026-06-15 11:20:43,false,false,true
5493876922419,4,2026-06-15 13:19:29,false,false,true
