client_phone,session_id,sender_type,type,message,content,created_at,is_mock
5492612780568,5492612780568,ai,ai,"Hola Parrilla La Tradición, paso a revisar tu pedido P-00099 de Anillito Vainilla Azucarado 12 x 400g.","Hola Parrilla La Tradición, paso a revisar tu pedido P-00099 de Anillito Vainilla Azucarado 12 x 400g.",2026-06-16 11:16:56,true
5492612780568,5492612780568,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-06-16 11:18:25,true
5492612780568,5492612780568,ai,ai,Te confirmo que el pedido P-00099 fue registrado correctamente por 18978.85.,Te confirmo que el pedido P-00099 fue registrado correctamente por 18978.85.,2026-06-16 11:19:21,true
5492612780568,5492612780568,ai,ai,Quedo atento por cualquier otra duda. Gracias.,Quedo atento por cualquier otra duda. Gracias.,2026-06-16 11:20:30,true
5492612928724,5492612928724,ai,ai,"Hola Almacén El Sabor de Casa, paso a revisar tu pedido P-00123 de XNuez pelada mariposa Chandler Extra Light 100grs.","Hola Almacén El Sabor de Casa, paso a revisar tu pedido P-00123 de XNuez pelada mariposa Chandler Extra Light 100grs.",2026-06-17 13:16:56,true
5492612928724,5492612928724,human,human,"Buen dia, eso fue lo que pedimos el otro dia?","Buen dia, eso fue lo que pedimos el otro dia?",2026-06-17 13:17:41,true
5492612928724,5492612928724,ai,ai,Te confirmo que el pedido P-00123 fue registrado correctamente por 2449.64.,Te confirmo que el pedido P-00123 fue registrado correctamente por 2449.64.,2026-06-17 13:18:14,true
5492612928724,5492612928724,human,human,"Perfecto, gracias.","Perfecto, gracias.",2026-06-17 13:19:47,true
5492612928724,5492612928724,ai,ai,Quedo atento por cualquier otra duda. Gracias.,Quedo atento por cualquier otra duda. Gracias.,2026-06-17 13:20:43,true
5492614053074,5492614053074,ai,ai,"Hola Carnicería Don José, vi que tenes un pedido abierto por VINAGRE ALCOHOL ZANONI 3 x 5000 cc. y queria ayudarte a cerrarlo.","Hola Carnicería Don José, vi que tenes un pedido abierto por VINAGRE ALCOHOL ZANONI 3 x 5000 cc. y queria ayudarte a cerrarlo.",2026-06-17 10:16:56,true
5492614053074,5492614053074,human,human,"Buen dia, pasame detalle de ese pedido por favor.","Buen dia, pasame detalle de ese pedido por favor.",2026-06-17 10:18:34,true
5492614053074,5492614053074,ai,ai,Te confirmo que el pedido P-00156 sigue en curso por un total de 5469.08. Si queres te lo dejo cerrado hoy.,Te confirmo que el pedido P-00156 sigue en curso por un total de 5469.08. Si queres te lo dejo cerrado hoy.,2026-06-17 10:19:10,true
5492614053074,5492614053074,human,human,"Dale, mandamelo asi.","Dale, mandamelo asi.",2026-06-17 10:20:28,true
5492614053074,5492614053074,ai,ai,"Genial, te lo dejo confirmado y en preparacion.","Genial, te lo dejo confirmado y en preparacion.",2026-06-17 10:21:45,true
