pedido_ref,product_code,nombre,cantidad_solicitada,precio_unitario,lista_precios_id,notas,is_mock,cliente_phone
PF-000001,1009,JABON LÍQ. FUTURE ROSA B/E — 5 L,4,1380.00,2,Pedido histórico field mock (2025-06-01),true,5493587905250
PF-000001,1012,JABON LIQUIDO C/SUAVI. LILA B/E — 5 L,2,1552.50,2,Pedido histórico field mock (2025-06-01),true,5493587905250
PF-000001,1022,SUAVIZANTE ROSA — 5 L,3,1127.00,2,Pedido histórico field mock (2025-06-01),true,5493587905250
PF-000001,1125,JABON DE MANOS CREMOSO COCO — 5 L,4,2415.00,2,Pedido histórico field mock (2025-06-01),true,5493587905250
PF-000002,1009,JABON LÍQ. FUTURE ROSA B/E — 5 L,1,1380.00,2,Pedido histórico field mock (2025-06-23),true,5493587905250
PF-000002,1012,JABON LIQUIDO C/SUAVI. LILA B/E — 5 L,4,1552.50,2,Pedido histórico field mock (2025-06-23),true,5493587905250
PF-000002,1125,JABON DE MANOS CREMOSO COCO — 5 L,3,2415.00,2,Pedido histórico field mock (2025-06-23),true,5493587905250
PF-000002,1022,SUAVIZANTE ROSA — 5 L,1,1127.00,2,Pedido histórico field mock (2025-06-23),true,5493587905250
PF-000003,1009,JABON LÍQ. FUTURE ROSA B/E — 5 L,2,1380.00,2,Pedido histórico field mock (2025-07-13),true,5493587905250
PF-000003,1012,JABON LIQUIDO C/SUAVI. LILA B/E — 5 L,1,1552.50,2,Pedido histórico field mock (2025-07-13),true,5493587905250
PF-000004,1009,JABON LÍQ. FUTURE ROSA B/E — 5 L,1,1380.00,2,Pedido histórico field mock (2025-08-07),true,5493587905250
PF-000004,1012,JABON LIQUIDO C/SUAVI. LILA B/E — 5 L,3,1552.50,2,Pedido histórico field mock (2025-08-07),true,5493587905250
PF-000004,1019,SUAVIZANTE AMARILLO — 5 L,2,1127.00,2,Pedido histórico field mock (2025-08-07),true,5493587905250
PF-000005,1009,JABON LÍQ. FUTURE ROSA B/E — 5 L,1,1380.00,2,Pedido histórico field mock (2025-08-29),true,5493587905250
PF-000005,1012,JABON LIQUIDO C/SUAVI. LILA B/E — 5 L,2,1552.50,2,Pedido histórico field mock (2025-08-29),true,5493587905250
PF-000006,1009,JABON LÍQ. FUTURE ROSA B/E — 5 L,3,1380.00,2,Pedido histórico field mock (2025-09-09),true,5493587905250
PF-000006,1012,JABON LIQUIDO C/SUAVI. LILA B/E — 5 L,2,1552.50,2,Pedido histórico field mock (2025-09-09),true,5493587905250
PF-000006,1035,DET. LAVAVAJILLA AMARILLO — 5 L,2,1817.00,2,Pedido histórico field mock (2025-09-09),true,5493587905250
PF-000007,1009,JABON LÍQ. FUTURE ROSA B/E — 5 L,1,1380.00,2,Pedido histórico field mock (2025-10-02),true,5493587905250
PF-000007,1012,JABON LIQUIDO C/SUAVI. LILA B/E — 5 L,2,1552.50,2,Pedido histórico field mock (2025-10-02),true,5493587905250
PF-000008,1009,JABON LÍQ. FUTURE ROSA B/E — 5 L,2,1080.00,3,Pedido histórico field mock (2025-06-04),true,5493582641213
PF-000008,1010,JABON LÍQ.VERDE C/QUITAMANCHA — 5 L,3,1215.00,3,Pedido histórico field mock (2025-06-04),true,5493582641213
PF-000008,1059,LIMPIADOR CONCENTRADO FRESCURAL LECHOSO (AMARILLO) — 5 L,4,11700.00,3,Pedido histórico field mock (2025-06-04),true,5493582641213
PF-000009,1009,JABON LÍQ. FUTURE ROSA B/E — 5 L,4,1080.00,3,Pedido histórico field mock (2025-06-18),true,5493582641213
PF-000009,1010,JABON LÍQ.VERDE C/QUITAMANCHA — 5 L,1,1215.00,3,Pedido histórico field mock (2025-06-18),true,5493582641213
PF-000010,1009,JABON LÍQ. FUTURE ROSA B/E — 5 L,2,1080.00,3,Pedido histórico field mock (2025-07-09),true,5493582641213
PF-000010,1010,JABON LÍQ.VERDE C/QUITAMANCHA — 5 L,3,1215.00,3,Pedido histórico field mock (2025-07-09),true,5493582641213
PF-000010,1052,LIMPIADOR CONCENTRADO LECHOSO/TRANSPARENTE ARPEGE — 5 L,4,10755.00,3,Pedido histórico field mock (2025-07-09),true,5493582641213
