client_phone,cantidad_mensajes,ultimo_mensaje_at,is_unread,live_feed,is_mock
5492612928724,5,2026-08-31 16:06:21,true,true,true
5492614053074,5,2026-08-31 13:08:22,true,true,true
5492617236955,5,2026-08-31 15:08:36,true,true,true
5492617413812,5,2026-08-31 14:07:28,true,true,true
5492991227644,5,2026-08-31 16:07:21,true,true,true
5492998066543,5,2026-08-31 13:07:01,true,true,true
5493418277249,5,2026-08-31 15:06:50,true,true,true
5493582641213,5,2026-08-31 05:07:57,true,true,true
5493587747641,5,2026-08-31 14:06:38,true,true,true
5493587905250,5,2026-08-31 06:07:19,true,true,true
5492612780568,4,2026-08-30 14:07:07,false,false,true
5492615021286,4,2026-08-29 14:05:46,false,false,true
5492615139305,4,2026-08-29 16:05:21,false,false,true
5492617175545,4,2026-08-30 13:06:27,false,false,true
5492618861463,4,2026-08-30 15:06:24,false,false,true
5492618889598,4,2026-08-30 15:06:29,false,false,true
5492619239862,4,2026-08-29 15:05:33,false,false,true
5492992500733,4,2026-08-30 12:06:21,false,false,true
5492994145193,4,2026-08-30 12:06:51,false,false,true
5492994228106,4,2026-08-30 15:06:10,false,false,true
5492995028869,4,2026-08-30 13:05:09,false,false,true
5492997489876,4,2026-08-29 12:05:55,false,false,true
5492997670210,4,2026-08-30 14:07:19,false,false,true
5492998718887,4,2026-08-29 14:05:34,false,false,true
5492999435946,4,2026-08-30 12:06:49,false,false,true
5493414799650,4,2026-08-29 13:06:35,false,false,true
5493416524997,4,2026-08-29 16:06:06,false,false,true
5493416986538,4,2026-08-30 16:06:25,false,false,true
5493419686914,4,2026-08-29 12:06:48,false,false,true
5493513952681,4,2026-08-30 14:05:51,false,false,true
5493514079279,4,2026-08-30 15:06:15,false,false,true
5493515971311,4,2026-08-29 16:06:32,false,false,true
5493516216782,4,2026-08-29 15:05:44,false,false,true
5493517304254,4,2026-08-29 12:06:09,false,false,true
5493517632424,4,2026-08-30 15:05:50,false,false,true
5493518648263,4,2026-08-30 16:06:17,false,false,true
5493519107005,4,2026-08-29 14:06:04,false,false,true
5493582132179,4,2026-08-30 16:07:12,false,false,true
5493582639964,4,2026-08-29 13:05:29,false,false,true
5493811657614,4,2026-08-29 13:06:06,false,false,true
5493812941974,4,2026-08-29 14:07:35,false,false,true
5493813520000,4,2026-08-30 13:06:10,false,false,true
5493814729528,4,2026-08-30 12:05:46,false,false,true
5493817404433,4,2026-08-30 13:06:03,false,false,true
5493818437953,4,2026-08-29 12:05:47,false,false,true
5493872845902,4,2026-08-29 15:05:29,false,false,true
5493874104594,4,2026-08-30 13:06:57,false,false,true
5493876499570,4,2026-08-29 12:06:34,false,false,true
5493876914178,4,2026-08-29 14:06:18,false,false,true
5493876922419,4,2026-08-29 16:05:10,false,false,true
