pedido_ref,product_code,nombre,cantidad_solicitada,precio_unitario,lista_precios_id,notas,is_mock,cliente_phone
PF-000001,RV-CLASSICA-004,Yerba M. Clas. Export X 1 Kg,1,6096.76,1,Pedido histórico field mock (2025-06-05),true,5493587905250
PF-000001,RV-CLASSICA-007,Yerba M. Clas. Export X 5 Kg,2,28959.06,1,Pedido histórico field mock (2025-06-05),true,5493587905250
PF-000001,RV-KIT-TERERE-003,KIT Terere -   NARANJA c/ MENTA x250 Gr,4,5500.00,1,Pedido histórico field mock (2025-06-05),true,5493587905250
PF-000001,RV-TRADICIONAL-007,Yerba M. Tradicional Export X 3 Kg,2,20235.23,1,Pedido histórico field mock (2025-06-05),true,5493587905250
PF-000002,RV-CLASSICA-004,Yerba M. Clas. Export X 1 Kg,1,6096.76,1,Pedido histórico field mock (2025-06-18),true,5493587905250
PF-000002,RV-CLASSICA-007,Yerba M. Clas. Export X 5 Kg,3,28959.06,1,Pedido histórico field mock (2025-06-18),true,5493587905250
PF-000003,RV-CLASSICA-004,Yerba M. Clas. Export X 1 Kg,4,6096.76,1,Pedido histórico field mock (2025-07-17),true,5493587905250
PF-000003,RV-CLASSICA-007,Yerba M. Clas. Export X 5 Kg,3,28959.06,1,Pedido histórico field mock (2025-07-17),true,5493587905250
PF-000003,RV-PREMIUM-004,Yerba M. Premiun Export X 1 Kg,1,8247.90,1,Pedido histórico field mock (2025-07-17),true,5493587905250
PF-000004,RV-CLASSICA-004,Yerba M. Clas. Export X 1 Kg,3,6096.76,1,Pedido histórico field mock (2025-08-03),true,5493587905250
PF-000004,RV-CLASSICA-007,Yerba M. Clas. Export X 5 Kg,3,28959.06,1,Pedido histórico field mock (2025-08-03),true,5493587905250
PF-000004,RV-TERERE-002,Terere - ANANA c/ MENTA  x250 Gr,2,1900.00,1,Pedido histórico field mock (2025-08-03),true,5493587905250
PF-000005,RV-CLASSICA-004,Yerba M. Clas. Export X 1 Kg,4,6096.76,1,Pedido histórico field mock (2025-08-29),true,5493587905250
PF-000005,RV-CLASSICA-007,Yerba M. Clas. Export X 5 Kg,1,28959.06,1,Pedido histórico field mock (2025-08-29),true,5493587905250
PF-000006,RV-CLASSICA-004,Yerba M. Clas. Export X 1 Kg,4,6096.76,1,Pedido histórico field mock (2025-09-14),true,5493587905250
PF-000006,RV-CLASSICA-007,Yerba M. Clas. Export X 5 Kg,2,28959.06,1,Pedido histórico field mock (2025-09-14),true,5493587905250
PF-000007,RV-CLASSICA-004,Yerba M. Clas. Export X 1 Kg,4,6096.76,1,Pedido histórico field mock (2025-10-08),true,5493587905250
PF-000007,RV-CLASSICA-007,Yerba M. Clas. Export X 5 Kg,3,28959.06,1,Pedido histórico field mock (2025-10-08),true,5493587905250
PF-000007,RV-TRADICIONAL-007,Yerba M. Tradicional Export X 3 Kg,3,20235.23,1,Pedido histórico field mock (2025-10-08),true,5493587905250
PF-000008,RV-CLASSICA-004,Yerba M. Clas. Export X 1 Kg,1,6096.76,1,Pedido histórico field mock (2025-06-01),true,5493582641213
PF-000008,RV-PADRON-001,Yerba M. Padron Arg. C/ Palo X 500 Gr.,1,3065.10,1,Pedido histórico field mock (2025-06-01),true,5493582641213
PF-000008,RV-KIT-TERERE-003,KIT Terere -   NARANJA c/ MENTA x250 Gr,3,5500.00,1,Pedido histórico field mock (2025-06-01),true,5493582641213
PF-000008,RV-PREMIUM-004,Yerba M. Premiun Export X 1 Kg,1,8247.90,1,Pedido histórico field mock (2025-06-01),true,5493582641213
PF-000009,RV-CLASSICA-004,Yerba M. Clas. Export X 1 Kg,3,6096.76,1,Pedido histórico field mock (2025-06-27),true,5493582641213
PF-000009,RV-PADRON-001,Yerba M. Padron Arg. C/ Palo X 500 Gr.,2,3065.10,1,Pedido histórico field mock (2025-06-27),true,5493582641213
PF-000009,RV-TRADICIONAL-007,Yerba M. Tradicional Export X 3 Kg,2,20235.23,1,Pedido histórico field mock (2025-06-27),true,5493582641213
PF-000010,RV-CLASSICA-004,Yerba M. Clas. Export X 1 Kg,3,6096.76,1,Pedido histórico field mock (2025-07-17),true,5493582641213
PF-000010,RV-PADRON-001,Yerba M. Padron Arg. C/ Palo X 500 Gr.,3,3065.10,1,Pedido histórico field mock (2025-07-17),true,5493582641213
PF-000010,RV-TRADICIONAL-001,Yerba M. Tradicional Export X 500 Gr.,2,3632.42,1,Pedido histórico field mock (2025-07-17),true,5493582641213
PF-000011,RV-CLASSICA-004,Yerba M. Clas. Export X 1 Kg,3,6096.76,1,Pedido histórico field mock (2025-08-06),true,5493582641213
PF-000011,RV-PADRON-001,Yerba M. Padron Arg. C/ Palo X 500 Gr.,3,3065.10,1,Pedido histórico field mock (2025-08-06),true,5493582641213
PF-000011,RV-TERERE-002,Terere - ANANA c/ MENTA  x250 Gr,3,1900.00,1,Pedido histórico field mock (2025-08-06),true,5493582641213
PF-000012,RV-CLASSICA-004,Yerba M. Clas. Export X 1 Kg,2,6096.76,1,Pedido histórico field mock (2025-08-23),true,5493582641213
PF-000012,RV-PADRON-001,Yerba M. Padron Arg. C/ Palo X 500 Gr.,4,3065.10,1,Pedido histórico field mock (2025-08-23),true,5493582641213
PF-000013,RV-CLASSICA-004,Yerba M. Clas. Export X 1 Kg,2,6096.76,1,Pedido histórico field mock (2025-09-18),true,5493582641213
PF-000013,RV-PADRON-001,Yerba M. Padron Arg. C/ Palo X 500 Gr.,4,3065.10,1,Pedido histórico field mock (2025-09-18),true,5493582641213
