pedido_ref,cliente_phone,cliente_codigo,product_code,nombre,cantidad_solicitada,precio_unitario,lista_precios_id,notas,is_mock,es_pedido_abierto,promo_aplicada
P-00001,5493587905250,25001,RV-TERERE-002,Terere - ANANA c/ MENTA  x250 Gr,3,1900.00,1,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,false,false
P-00002,5493587905250,25001,RV-TERERE-003,Terere - NARANJA c/ MENTA x250 Gr,1,1900.00,1,Pedido: 1 1 (normalizado: 1 1; equiv: 1 1),true,false,false
P-00003,5493587905250,25001,RV-ORGANICA-001,Yerba M. Org.  Export X 500 Grs,4,4721.37,1,Pedido: 4 1 (normalizado: 80 1; equiv: 4 1),true,false,false
P-00004,5493582641213,25002,RV-TERERE-001,Terere - LIMON c/ MENTA x250 Gr,5,1900.00,1,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00005,5493582641213,25002,RV-BOMBILLA-003,"Bombilla  Pico De Loro 19,5 Cm. Acero Inox.",1,16500.00,1,Pedido: 1 1 (normalizado: 1 1; equiv: 1 1),true,false,false
P-00005,5493582641213,25002,RV-BOMBILLA-005,Bombilla Plana 15 Cm. Acero Inox.,1,15500.00,1,Pedido: 1 1 (normalizado: 1 1; equiv: 1 1),true,false,false
P-00005,5493582641213,25002,RV-TERERE-003,Terere - NARANJA c/ MENTA x250 Gr,5,1900.00,1,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00006,5493582641213,25002,RV-PADRON-004,Yerba M. Padron Arg. Export C/ Palo X 1 Kg,5,5812.54,1,Pedido: 5 1 (normalizado: 100 1; equiv: 5 1),true,false,false
P-00006,5493582641213,25002,RV-PREMIUM-004,Yerba M. Premiun Export X 1 Kg,1,8247.90,1,Pedido: 1 1 (normalizado: 20 1; equiv: 1 1),true,false,false
P-00007,5492991227644,25003,RV-TERERE-003,Terere - NARANJA c/ MENTA x250 Gr,5,1900.00,1,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00007,5492991227644,25003,RV-PREMIUM-007,Yerba M. Premiun Ed. Limitada X 1 Kg,3,8247.90,1,Pedido: 3 1 (normalizado: 60 1; equiv: 3 1),true,false,false
P-00008,5492991227644,25003,RV-BOMBILLA-001,Bombilla Plana 19 Cm. Acero Inox.,3,15500.00,1,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,false,false
P-00009,5492991227644,25003,RV-PADRON-004,Yerba M. Padron Arg. Export C/ Palo X 1 Kg,2,5812.54,1,Pedido: 2 1 (normalizado: 40 1; equiv: 2 1),true,false,false
P-00009,5492991227644,25003,RV-TRADICIONAL-007,Yerba M. Tradicional Export X 3 Kg,1,20235.23,1,Pedido: 1 1 (normalizado: 6 1; equiv: 1 1),true,false,false
P-00010,5493418277249,25004,RV-PREMIUM-004,Yerba M. Premiun Export X 1 Kg,2,8247.90,1,Pedido: 2 1 (normalizado: 40 1; equiv: 2 1),true,false,false
P-00010,5493418277249,25004,RV-PADRON-004,Yerba M. Padron Arg. Export C/ Palo X 1 Kg,3,5812.54,1,Pedido: 3 1 (normalizado: 60 1; equiv: 3 1),true,false,false
P-00010,5493418277249,25004,RV-BOMBILLA-002,"Bombilla  Pico De Rey 17,5 Cm. Acero Inox.",5,16500.00,1,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00010,5493418277249,25004,RV-PADRON-001,Yerba M. Padron Arg. C/ Palo X 500 Gr.,5,3065.10,1,Pedido: 5 1 (normalizado: 100 1; equiv: 5 1),true,false,false
P-00011,5493418277249,25004,RV-KIT-TERERE-002,KIT Terere -   ANANA c/ MENTA x250 Gr,3,5500.00,1,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,false,false
P-00012,5493418277249,25004,RV-PREMIUM-004,Yerba M. Premiun Export X 1 Kg,5,8247.90,1,Pedido: 5 1 (normalizado: 100 1; equiv: 5 1),true,false,false
P-00012,5493418277249,25004,RV-ORGANICA-001,Yerba M. Org.  Export X 500 Grs,2,4721.37,1,Pedido: 2 1 (normalizado: 40 1; equiv: 2 1),true,false,false
P-00013,5493587747641,25005,RV-BOMBILLA-002,"Bombilla  Pico De Rey 17,5 Cm. Acero Inox.",5,16500.00,1,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00013,5493587747641,25005,RV-CLASSICA-007,Yerba M. Clas. Export X 5 Kg,2,28959.06,1,Pedido: 2 1 (normalizado: 2 1; equiv: 2 1),true,false,false
P-00013,5493587747641,25005,RV-KIT-TERERE-003,KIT Terere -   NARANJA c/ MENTA x250 Gr,3,5500.00,1,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,false,false
P-00014,5493587747641,25005,RV-COMPUESTA-001,Yerba M. Comp. C/ Hierbas X 500 Gr.,2,3778.43,1,Pedido: 2 1 (normalizado: 40 1; equiv: 2 1),true,false,false
