pedido_ref,cliente_phone,cliente_codigo,product_code,nombre,cantidad_solicitada,precio_unitario,lista_precios_id,notas,is_mock,es_pedido_abierto,promo_aplicada
P-00001,5493587905250,25001,14724,TOMATE PELADO SALSATI 24X400G,1,1631.95,2,Pedido: 1 UNIDAD (normalizado: 24 UNIDAD; equiv: 1 UNIDAD),true,false,false
P-00001,5493587905250,25001,14791,HELADO CONO COFLER FRUTILLA AMERICANA 14X110G,2,47235.59,2,Pedido: 2 BULTO (normalizado: 2 BULTO; equiv: 2 BULTO),true,false,false
P-00002,5493587905250,25001,13110,CARAMELO BC SURTIDO 6X420G,5,14989.10,2,Pedido: 5 DISPLAY (normalizado: 5 DISPLAY; equiv: 5 DISPLAY),true,false,false
P-00002,5493587905250,25001,3465,OBLEA BON O BON LECHE 8X20X30G,3,901.28,2,Pedido: 3 UNIDAD (normalizado: 480 UNIDAD; equiv: 3 UNIDAD),true,false,false
P-00002,5493587905250,25001,14173,MANI CROCANTE CON CHOCOLATE COFLER 30X100G,3,4684.37,2,Pedido: 3 UNIDAD (normalizado: 90 UNIDAD; equiv: 3 UNIDAD),true,false,false
P-00002,5493587905250,25001,11661,ALFAJOR TOFI NEGRO 36X46G,3,701.06,2,Pedido: 3 UNIDAD (normalizado: 108 UNIDAD; equiv: 3 UNIDAD),true,false,false
P-00003,5493587905250,25001,1782,CARAMELO MASTICABLE FRUTA 10X800G,3,8523.10,2,Pedido: 3 DISPLAY (normalizado: 30 DISPLAY; equiv: 3 DISPLAY),true,false,false
P-00003,5493587905250,25001,15438,"TOPLINE SANDÍA EXTREME 24X20X6,7GR",1,7685.50,2,Pedido: 1 DISPLAY (normalizado: 480 DISPLAY; equiv: 1 DISPLAY),true,false,false
P-00003,5493587905250,25001,13141,MERMELADA LC FRUTILLA 12x454G,5,4247.51,2,Pedido: 5 UNIDAD (normalizado: 60 UNIDAD; equiv: 5 UNIDAD),true,false,false
P-00003,5493587905250,25001,15116,CHUPETIN MR POPS EXPLOSIVE SANDIA 10X4 X5X10G,5,3083.89,2,Pedido: 5 DISPLAY (normalizado: 200 DISPLAY; equiv: 5 DISPLAY),true,false,false
P-00004,5493582641213,25002,12897,COFLER LECHE 36X140G,3,7686.04,3,Pedido: 3 UNIDAD (normalizado: 108 UNIDAD; equiv: 3 UNIDAD),true,false,false
P-00005,5493582641213,25002,13192,POSTRE BC VAINILLA 6X8X50G,3,1044.23,3,Pedido: 3 UNIDAD (normalizado: 144 UNIDAD; equiv: 3 UNIDAD),true,false,false
P-00005,5493582641213,25002,4230,ROCKLETS MANI CON CHOCOLATE 24X120G,2,4431.16,3,Pedido: 2 UNIDAD (normalizado: 48 UNIDAD; equiv: 2 UNIDAD),true,false,false
P-00006,5493582641213,25002,15326,SNACK SALADIX QUESITOS 12X150G,3,3117.59,3,Pedido: 3 UNIDAD (normalizado: 36 UNIDAD; equiv: 3 UNIDAD),true,false,false
