pedido_ref,cliente_phone,fecha,estado,total,notas,is_mock,es_pedido_abierto,source
PF-000001,5493587905250,2025-06-01 18:30:00,confirmado,51841.58,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000002,5493587905250,2025-06-19 18:14:00,confirmado,21694.14,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000003,5493587905250,2025-07-08 16:42:00,confirmado,31504.68,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000004,5493587905250,2025-08-07 17:36:00,confirmado,52193.50,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000005,5493587905250,2025-08-27 09:58:00,confirmado,73734.93,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000006,5493587905250,2025-09-13 13:16:00,confirmado,31904.16,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000007,5493587905250,2025-10-03 11:53:00,confirmado,37564.77,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000008,5493582641213,2025-06-02 14:34:00,confirmado,11111.06,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000009,5493582641213,2025-06-23 13:42:00,confirmado,6367.02,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000010,5493582641213,2025-07-16 12:04:00,confirmado,26963.88,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000011,5493582641213,2025-08-03 08:36:00,confirmado,24949.73,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000012,5493582641213,2025-08-24 12:52:00,confirmado,19475.17,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000013,5493582641213,2025-09-09 10:57:00,confirmado,34101.36,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000014,5493582641213,2025-10-08 08:00:00,confirmado,11038.78,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000015,5492991227644,2025-06-03 12:43:00,confirmado,25459.13,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000016,5492991227644,2025-06-19 12:26:00,confirmado,11908.63,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000017,5492991227644,2025-07-12 11:45:00,confirmado,12825.56,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000018,5492991227644,2025-08-02 14:50:00,confirmado,16389.11,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000019,5492991227644,2025-08-20 17:10:00,confirmado,17263.12,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000020,5492991227644,2025-09-12 12:48:00,confirmado,11310.03,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000021,5492991227644,2025-10-04 18:01:00,confirmado,40853.24,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000022,5493418277249,2025-06-03 14:03:00,confirmado,14010.14,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000023,5493418277249,2025-06-26 12:18:00,confirmado,29959.86,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000024,5493418277249,2025-07-17 14:35:00,confirmado,20221.25,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000025,5493418277249,2025-08-08 10:02:00,confirmado,8738.99,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000026,5493418277249,2025-08-24 12:08:00,confirmado,24631.85,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000027,5493418277249,2025-09-17 14:56:00,confirmado,33567.84,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000028,5493418277249,2025-10-09 16:41:00,confirmado,64219.83,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000029,5493587747641,2025-06-01 09:19:00,confirmado,10823.68,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000030,5493587747641,2025-06-23 09:29:00,confirmado,37645.62,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000031,5493587747641,2025-07-09 08:00:00,confirmado,28633.05,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000032,5493587747641,2025-08-02 14:37:00,confirmado,22173.48,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000033,5493587747641,2025-08-28 11:09:00,confirmado,40993.13,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000034,5493587747641,2025-09-19 12:44:00,confirmado,16271.24,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000035,5493587747641,2025-10-04 14:42:00,confirmado,12283.22,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000036,5492614053074,2025-06-05 17:28:00,confirmado,24441.28,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000037,5492614053074,2025-06-22 08:00:00,confirmado,34454.73,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000038,5492614053074,2025-07-12 09:35:00,confirmado,27776.44,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000039,5492614053074,2025-07-29 15:30:00,confirmado,22481.31,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000040,5492614053074,2025-08-28 11:43:00,confirmado,12734.04,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000041,5492614053074,2025-09-16 13:41:00,confirmado,43692.28,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000042,5492614053074,2025-10-10 12:43:00,confirmado,38291.57,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000043,5493514079279,2025-06-01 08:58:00,confirmado,59066.91,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000044,5493514079279,2025-06-19 15:48:00,confirmado,10729.67,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000045,5493514079279,2025-07-18 15:06:00,confirmado,10729.67,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000046,5493514079279,2025-08-05 11:58:00,confirmado,4598.43,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000047,5493514079279,2025-08-22 11:30:00,confirmado,24641.12,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000048,5493514079279,2025-09-16 14:48:00,confirmado,41530.09,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000049,5493514079279,2025-10-03 09:18:00,confirmado,22873.24,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000050,5493876914178,2025-06-05 09:44:00,confirmado,3606.62,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000051,5493876914178,2025-06-19 16:40:00,confirmado,27028.65,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000052,5493876914178,2025-07-09 09:57:00,confirmado,9016.55,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000053,5493876914178,2025-08-02 13:39:00,confirmado,39267.63,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000054,5493876914178,2025-08-24 16:29:00,confirmado,12623.17,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000055,5493876914178,2025-09-17 15:31:00,confirmado,7213.24,Pedido histórico field mock,true,false,fase-06-1-field-backbone
