client_phone,cantidad_mensajes,ultimo_mensaje_at,is_unread,live_feed,is_mock
5492612928724,5,2026-07-16 11:44:20,true,true,true
5492614053074,5,2026-07-16 08:45:22,true,true,true
5492617236955,5,2026-07-16 10:43:50,true,true,true
5492617413812,5,2026-07-16 09:45:47,true,true,true
5492991227644,5,2026-07-16 11:45:02,true,true,true
5492998066543,5,2026-07-16 08:45:35,true,true,true
5492999435946,5,2026-07-16 07:45:22,true,true,true
5493418277249,5,2026-07-16 10:44:43,true,true,true
5493514079279,5,2026-07-16 07:45:42,true,true,true
5493582641213,5,2026-07-16 00:44:53,true,true,true
5493587747641,5,2026-07-16 09:45:45,true,true,true
5493587905250,5,2026-07-16 01:45:13,true,true,true
5492612780568,4,2026-07-15 09:44:07,false,false,true
5492615021286,4,2026-07-14 09:43:53,false,false,true
5492615139305,4,2026-07-14 11:43:40,false,false,true
5492617175545,4,2026-07-15 08:44:10,false,false,true
5492618861463,4,2026-07-15 10:44:02,false,false,true
5492618889598,4,2026-07-15 10:44:07,false,false,true
5492619239862,4,2026-07-14 10:44:24,false,false,true
5492992500733,4,2026-07-15 07:43:41,false,false,true
5492994145193,4,2026-07-15 07:44:06,false,false,true
5492994228106,4,2026-07-15 10:43:07,false,false,true
5492995028869,4,2026-07-15 08:43:42,false,false,true
5492997489876,4,2026-07-14 07:43:56,false,false,true
5492997670210,4,2026-07-15 09:43:28,false,false,true
5492998718887,4,2026-07-14 09:44:22,false,false,true
5493414799650,4,2026-07-14 08:43:04,false,false,true
5493416524997,4,2026-07-14 11:43:30,false,false,true
5493416986538,4,2026-07-15 11:44:07,false,false,true
5493419686914,4,2026-07-14 07:44:16,false,false,true
5493513952681,4,2026-07-15 09:43:52,false,false,true
5493515971311,4,2026-07-14 11:43:37,false,false,true
5493516216782,4,2026-07-14 10:43:46,false,false,true
5493517304254,4,2026-07-14 07:44:28,false,false,true
5493517632424,4,2026-07-15 10:44:23,false,false,true
5493518648263,4,2026-07-15 11:45:04,false,false,true
5493519107005,4,2026-07-14 09:44:19,false,false,true
5493582132179,4,2026-07-15 11:44:17,false,false,true
5493582639964,4,2026-07-14 08:42:52,false,false,true
5493811657614,4,2026-07-14 08:43:49,false,false,true
5493812941974,4,2026-07-14 09:44:11,false,false,true
5493813520000,4,2026-07-15 08:43:56,false,false,true
5493814729528,4,2026-07-15 07:44:39,false,false,true
5493817404433,4,2026-07-15 08:44:38,false,false,true
5493818437953,4,2026-07-14 07:43:57,false,false,true
5493872845902,4,2026-07-14 10:43:37,false,false,true
5493874104594,4,2026-07-15 08:43:31,false,false,true
5493876499570,4,2026-07-14 07:42:55,false,false,true
5493876914178,4,2026-07-14 09:44:20,false,false,true
5493876922419,4,2026-07-14 11:43:06,false,false,true
