client_phone,cantidad_mensajes,ultimo_mensaje_at,is_unread,live_feed,is_mock
5492612928724,5,2026-08-24 17:40:44,true,true,true
5492614053074,5,2026-08-24 14:42:45,true,true,true
5492617236955,5,2026-08-24 16:42:59,true,true,true
5492617413812,5,2026-08-24 15:41:51,true,true,true
5492991227644,5,2026-08-24 17:43:19,true,true,true
5492998066543,5,2026-08-24 14:41:24,true,true,true
5493418277249,5,2026-08-24 16:41:20,true,true,true
5493582641213,5,2026-08-24 06:42:18,true,true,true
5493587747641,5,2026-08-24 15:41:01,true,true,true
5493587905250,5,2026-08-24 07:42:24,true,true,true
5492612780568,4,2026-08-23 15:41:30,false,false,true
5492615021286,4,2026-08-22 15:40:09,false,false,true
5492615139305,4,2026-08-22 17:39:44,false,false,true
5492617175545,4,2026-08-23 14:40:50,false,false,true
5492618861463,4,2026-08-23 16:40:47,false,false,true
5492618889598,4,2026-08-23 16:40:52,false,false,true
5492619239862,4,2026-08-22 16:39:56,false,false,true
5492992500733,4,2026-08-23 13:40:44,false,false,true
5492994145193,4,2026-08-23 13:41:14,false,false,true
5492994228106,4,2026-08-23 16:40:33,false,false,true
5492995028869,4,2026-08-23 14:39:32,false,false,true
5492997489876,4,2026-08-22 13:40:18,false,false,true
5492997670210,4,2026-08-23 15:41:42,false,false,true
5492998718887,4,2026-08-22 15:39:57,false,false,true
5492999435946,4,2026-08-23 13:41:12,false,false,true
5493414799650,4,2026-08-22 14:40:58,false,false,true
5493416524997,4,2026-08-22 17:40:29,false,false,true
5493416986538,4,2026-08-23 17:40:48,false,false,true
5493419686914,4,2026-08-22 13:41:11,false,false,true
5493513952681,4,2026-08-23 15:40:14,false,false,true
5493514079279,4,2026-08-23 16:40:38,false,false,true
5493515971311,4,2026-08-22 17:40:55,false,false,true
5493516216782,4,2026-08-22 16:40:07,false,false,true
5493517304254,4,2026-08-22 13:40:32,false,false,true
5493517632424,4,2026-08-23 16:40:13,false,false,true
5493518648263,4,2026-08-23 17:40:40,false,false,true
5493519107005,4,2026-08-22 15:40:27,false,false,true
5493582132179,4,2026-08-23 17:41:35,false,false,true
5493582639964,4,2026-08-22 14:39:52,false,false,true
5493811657614,4,2026-08-22 14:40:29,false,false,true
5493812941974,4,2026-08-22 15:41:58,false,false,true
5493813520000,4,2026-08-23 14:40:33,false,false,true
5493814729528,4,2026-08-23 13:40:09,false,false,true
5493817404433,4,2026-08-23 14:40:26,false,false,true
5493818437953,4,2026-08-22 13:40:10,false,false,true
5493872845902,4,2026-08-22 16:39:52,false,false,true
5493874104594,4,2026-08-23 14:41:20,false,false,true
5493876499570,4,2026-08-22 13:40:57,false,false,true
5493876914178,4,2026-08-22 15:40:41,false,false,true
5493876922419,4,2026-08-22 17:39:33,false,false,true
