client_phone,cantidad_mensajes,ultimo_mensaje_at,is_unread,live_feed,is_mock
5492612928724,5,2026-08-10 12:42:46,true,true,true
5492614053074,5,2026-08-10 09:43:48,true,true,true
5492617236955,5,2026-08-10 11:42:16,true,true,true
5492617413812,5,2026-08-10 10:44:13,true,true,true
5492991227644,5,2026-08-10 12:43:28,true,true,true
5492998066543,5,2026-08-10 09:44:01,true,true,true
5492999435946,5,2026-08-10 08:43:48,true,true,true
5493418277249,5,2026-08-10 11:43:09,true,true,true
5493514079279,5,2026-08-10 08:44:08,true,true,true
5493582641213,5,2026-08-10 01:43:19,true,true,true
5493587747641,5,2026-08-10 10:44:11,true,true,true
5493587905250,5,2026-08-10 02:43:39,true,true,true
5492612780568,4,2026-08-09 10:42:33,false,false,true
5492615021286,4,2026-08-08 10:42:19,false,false,true
5492615139305,4,2026-08-08 12:42:06,false,false,true
5492617175545,4,2026-08-09 09:42:36,false,false,true
5492618861463,4,2026-08-09 11:42:28,false,false,true
5492618889598,4,2026-08-09 11:42:33,false,false,true
5492619239862,4,2026-08-08 11:42:50,false,false,true
5492992500733,4,2026-08-09 08:42:07,false,false,true
5492994145193,4,2026-08-09 08:42:32,false,false,true
5492994228106,4,2026-08-09 11:41:33,false,false,true
5492995028869,4,2026-08-09 09:42:08,false,false,true
5492997489876,4,2026-08-08 08:42:22,false,false,true
5492997670210,4,2026-08-09 10:41:54,false,false,true
5492998718887,4,2026-08-08 10:42:48,false,false,true
5493414799650,4,2026-08-08 09:41:30,false,false,true
5493416524997,4,2026-08-08 12:41:56,false,false,true
5493416986538,4,2026-08-09 12:42:33,false,false,true
5493419686914,4,2026-08-08 08:42:42,false,false,true
5493513952681,4,2026-08-09 10:42:18,false,false,true
5493515971311,4,2026-08-08 12:42:03,false,false,true
5493516216782,4,2026-08-08 11:42:12,false,false,true
5493517304254,4,2026-08-08 08:42:54,false,false,true
5493517632424,4,2026-08-09 11:42:49,false,false,true
5493518648263,4,2026-08-09 12:43:30,false,false,true
5493519107005,4,2026-08-08 10:42:45,false,false,true
5493582132179,4,2026-08-09 12:42:43,false,false,true
5493582639964,4,2026-08-08 09:41:18,false,false,true
5493811657614,4,2026-08-08 09:42:15,false,false,true
5493812941974,4,2026-08-08 10:42:37,false,false,true
5493813520000,4,2026-08-09 09:42:22,false,false,true
5493814729528,4,2026-08-09 08:43:05,false,false,true
5493817404433,4,2026-08-09 09:43:04,false,false,true
5493818437953,4,2026-08-08 08:42:23,false,false,true
5493872845902,4,2026-08-08 11:42:03,false,false,true
5493874104594,4,2026-08-09 09:41:57,false,false,true
5493876499570,4,2026-08-08 08:41:21,false,false,true
5493876914178,4,2026-08-08 10:42:46,false,false,true
5493876922419,4,2026-08-08 12:41:32,false,false,true
