pedido_ref,cliente_phone,cliente_codigo,product_code,nombre,cantidad_solicitada,precio_unitario,lista_precios_id,notas,is_mock,es_pedido_abierto,promo_aplicada
P-00001,5493587905250,25001,29230,"Aquarius Manzana 2,25L x6",3,18407.55,2,Pedido: 3 1 (normalizado: 18 1; equiv: 3 1),true,false,false
P-00001,5493587905250,25001,29038,Schweppes Tónica Lata 310ml x6,3,6143.64,2,Pedido: 3 1 (normalizado: 18 1; equiv: 3 1),true,false,false
P-00002,5493587905250,25001,29148,Sprite 500ml x12,3,13661.86,2,Pedido: 3 1 (normalizado: 36 1; equiv: 3 1),true,false,false
P-00002,5493587905250,25001,29191,"Bonaqua 1,5L Sin Gas x6 + Botella Metal Coca–Cola",1,15172.51,2,Pedido: 1 1 (normalizado: 6 1; equiv: 1 1),true,false,false
P-00003,5493587905250,25001,29107,Cepita Durazno 200ml x6 + Cepita Naranja 200ml x6,5,6231.72,2,Pedido: 5 1 (normalizado: 30 1; equiv: 5 1),true,false,false
P-00003,5493587905250,25001,29194,"Bonaqua Sin gas 1,5L x6",3,9203.78,2,Pedido: 3 1 (normalizado: 18 1; equiv: 3 1),true,false,false
P-00004,5493582641213,25002,29097,Monster Ultra Watermelon 473ml x6,1,12439.54,3,Pedido: 1 1 (normalizado: 6 1; equiv: 1 1),true,false,false
P-00004,5493582641213,25002,29102,Monster Green 473ml x6 + Powerade Mountain Blast 500ml x6,5,18765.47,3,Pedido: 5 1 (normalizado: 30 1; equiv: 5 1),true,false,false
P-00004,5493582641213,25002,29220,"Aquarius Pera 1,5L x6",3,14189.16,3,Pedido: 3 1 (normalizado: 18 1; equiv: 3 1),true,false,false
P-00004,5493582641213,25002,29164,Coca–Cola Original 500ml x12 + Fanta 500ml x12,4,22853.62,3,Pedido: 4 1 (normalizado: 48 1; equiv: 4 1),true,false,false
P-00005,5493582641213,25002,29023,Coca-Cola Zero Lata 354ml x6,4,6143.64,3,Pedido: 4 1 (normalizado: 24 1; equiv: 4 1),true,false,false
P-00005,5493582641213,25002,29134,Schweppes Ginger Ale Lata 310ml x6,2,6143.64,3,Pedido: 2 1 (normalizado: 12 1; equiv: 2 1),true,false,false
P-00005,5493582641213,25002,29173,"Fanta Naranja 1,5L x6",4,15034.50,3,Pedido: 4 1 (normalizado: 24 1; equiv: 4 1),true,false,false
P-00005,5493582641213,25002,29218,Aquarius Uva 500ml x6,1,6830.93,3,Pedido: 1 1 (normalizado: 6 1; equiv: 1 1),true,false,false
P-00006,5493582641213,25002,29177,"Fanta Naranja 2,25L x6",2,20432.47,3,Pedido: 2 1 (normalizado: 12 1; equiv: 2 1),true,false,false
P-00006,5493582641213,25002,29096,Monster Pipeline Punch 473x6,2,12439.54,3,Pedido: 2 1 (normalizado: 12 1; equiv: 2 1),true,false,false
P-00006,5493582641213,25002,29116,Cepita Naranja 200ml x6,1,3595.23,3,Pedido: 1 1 (normalizado: 6 1; equiv: 1 1),true,false,false
P-00006,5493582641213,25002,29041,Schweppes Pomelo Zero lata 310ml x6,5,6365.95,3,Pedido: 5 1 (normalizado: 30 1; equiv: 5 1),true,false,false
P-00007,5492991227644,25003,29223,"Aquarius Pomelo 1,5L x6",4,14189.16,4,Pedido: 4 1 (normalizado: 24 1; equiv: 4 1),true,false,false
P-00007,5492991227644,25003,29216,Aquarius Manzana 500ml x6,4,6830.93,4,Pedido: 4 1 (normalizado: 24 1; equiv: 4 1),true,false,false
P-00008,5492991227644,25003,29094,Monster Mango Loco 473ml x6,5,12439.54,4,Pedido: 5 1 (normalizado: 30 1; equiv: 5 1),true,false,false
P-00009,5492991227644,25003,29203,Bonaqua 500ml Sin Gas x12 + Bowl mediano 1500 cm3,2,16300.94,4,Pedido: 2 1 (normalizado: 24 1; equiv: 2 1),true,false,false
P-00009,5492991227644,25003,29204,"Bonaqua 1,5L Sin Gas x6 + Bowl Grande 3500 cm3",5,17357.07,4,Pedido: 5 1 (normalizado: 30 1; equiv: 5 1),true,false,false
P-00010,5493418277249,25004,29051,"Sprite Zero 1,5L x6",2,15578.50,1,Pedido: 2 1 (normalizado: 12 1; equiv: 2 1),true,false,false
P-00011,5493418277249,25004,29135,Schweppes Tónica Lata 310ml x6,4,6143.64,1,Pedido: 4 1 (normalizado: 24 1; equiv: 4 1),true,false,false
P-00011,5493418277249,25004,29165,"Coca–Cola Zero 1,5L x6 + Sprite Zero 1,5L x6 + Fanta Zero 1,5L x6 + Schweppes Zero 1,5L x6",1,47575.95,1,Pedido: 1 1 (normalizado: 6 1; equiv: 1 1),true,false,false
P-00011,5493418277249,25004,29154,"Sprite Zero 1,5L x6",2,15578.50,1,Pedido: 2 1 (normalizado: 12 1; equiv: 2 1),true,false,false
P-00012,5493418277249,25004,29035,Sprite Zero 500ml x6,2,6830.93,1,Pedido: 2 1 (normalizado: 12 1; equiv: 2 1),true,false,false
P-00012,5493418277249,25004,29095,Monster Green Zero 473ml x6,3,12439.54,1,Pedido: 3 1 (normalizado: 18 1; equiv: 3 1),true,false,false
P-00012,5493418277249,25004,29020,"Coca–Cola Zero 1,5L x6 + Sprite Zero 1,5L x6 + Fanta Zero 1,5L x6 + Schweppes Zero 1,5L x6",3,47575.95,1,Pedido: 3 1 (normalizado: 18 1; equiv: 3 1),true,false,false
