client_phone,cantidad_mensajes,ultimo_mensaje_at,is_unread,live_feed,is_mock
5492612928724,5,2026-06-23 13:39:53,true,true,true
5492614053074,5,2026-06-23 10:40:55,true,true,true
5492617236955,5,2026-06-23 12:39:23,true,true,true
5492617413812,5,2026-06-23 11:41:20,true,true,true
5492991227644,5,2026-06-23 13:40:35,true,true,true
5492998066543,5,2026-06-23 10:41:08,true,true,true
5492999435946,5,2026-06-23 09:40:55,true,true,true
5493418277249,5,2026-06-23 12:40:16,true,true,true
5493514079279,5,2026-06-23 09:41:15,true,true,true
5493582641213,5,2026-06-23 02:40:26,true,true,true
5493587747641,5,2026-06-23 11:41:18,true,true,true
5493587905250,5,2026-06-23 03:40:46,true,true,true
5492612780568,4,2026-06-22 11:39:40,false,false,true
5492615021286,4,2026-06-21 11:39:26,false,false,true
5492615139305,4,2026-06-21 13:39:13,false,false,true
5492617175545,4,2026-06-22 10:39:43,false,false,true
5492618861463,4,2026-06-22 12:39:35,false,false,true
5492618889598,4,2026-06-22 12:39:40,false,false,true
5492619239862,4,2026-06-21 12:39:57,false,false,true
5492992500733,4,2026-06-22 09:39:14,false,false,true
5492994145193,4,2026-06-22 09:39:39,false,false,true
5492994228106,4,2026-06-22 12:38:40,false,false,true
5492995028869,4,2026-06-22 10:39:15,false,false,true
5492997489876,4,2026-06-21 09:39:29,false,false,true
5492997670210,4,2026-06-22 11:39:01,false,false,true
5492998718887,4,2026-06-21 11:39:55,false,false,true
5493414799650,4,2026-06-21 10:38:37,false,false,true
5493416524997,4,2026-06-21 13:39:03,false,false,true
5493416986538,4,2026-06-22 13:39:40,false,false,true
5493419686914,4,2026-06-21 09:39:49,false,false,true
5493513952681,4,2026-06-22 11:39:25,false,false,true
5493515971311,4,2026-06-21 13:39:10,false,false,true
5493516216782,4,2026-06-21 12:39:19,false,false,true
5493517304254,4,2026-06-21 09:40:01,false,false,true
5493517632424,4,2026-06-22 12:39:56,false,false,true
5493518648263,4,2026-06-22 13:40:37,false,false,true
5493519107005,4,2026-06-21 11:39:52,false,false,true
5493582132179,4,2026-06-22 13:39:50,false,false,true
5493582639964,4,2026-06-21 10:38:25,false,false,true
5493811657614,4,2026-06-21 10:39:22,false,false,true
5493812941974,4,2026-06-21 11:39:44,false,false,true
5493813520000,4,2026-06-22 10:39:29,false,false,true
5493814729528,4,2026-06-22 09:40:12,false,false,true
5493817404433,4,2026-06-22 10:40:11,false,false,true
5493818437953,4,2026-06-21 09:39:30,false,false,true
5493872845902,4,2026-06-21 12:39:10,false,false,true
5493874104594,4,2026-06-22 10:39:04,false,false,true
5493876499570,4,2026-06-21 09:38:28,false,false,true
5493876914178,4,2026-06-21 11:39:53,false,false,true
5493876922419,4,2026-06-21 13:38:39,false,false,true
