client_phone,cantidad_mensajes,ultimo_mensaje_at,is_unread,live_feed,is_mock
5492612928724,5,2026-08-03 17:44:14,true,true,true
5492614053074,5,2026-08-03 14:45:16,true,true,true
5492617236955,5,2026-08-03 16:43:44,true,true,true
5492617413812,5,2026-08-03 15:45:41,true,true,true
5492991227644,5,2026-08-03 17:45:56,true,true,true
5492998066543,5,2026-08-03 14:45:29,true,true,true
5492999435946,5,2026-08-03 13:45:16,true,true,true
5493418277249,5,2026-08-03 16:46:29,true,true,true
5493514079279,5,2026-08-03 13:45:36,true,true,true
5493582641213,5,2026-08-03 06:44:49,true,true,true
5493587747641,5,2026-08-03 15:45:39,true,true,true
5493587905250,5,2026-08-03 07:45:52,true,true,true
5492612780568,4,2026-08-02 15:44:01,false,false,true
5492615021286,4,2026-08-01 15:43:47,false,false,true
5492615139305,4,2026-08-01 17:43:34,false,false,true
5492617175545,4,2026-08-02 14:44:04,false,false,true
5492618861463,4,2026-08-02 16:43:56,false,false,true
5492618889598,4,2026-08-02 16:44:01,false,false,true
5492619239862,4,2026-08-01 16:44:18,false,false,true
5492992500733,4,2026-08-02 13:43:35,false,false,true
5492994145193,4,2026-08-02 13:44:00,false,false,true
5492994228106,4,2026-08-02 16:43:01,false,false,true
5492995028869,4,2026-08-02 14:43:36,false,false,true
5492997489876,4,2026-08-01 13:43:50,false,false,true
5492997670210,4,2026-08-02 15:43:22,false,false,true
5492998718887,4,2026-08-01 15:44:16,false,false,true
5493414799650,4,2026-08-01 14:42:58,false,false,true
5493416524997,4,2026-08-01 17:43:24,false,false,true
5493416986538,4,2026-08-02 17:44:01,false,false,true
5493419686914,4,2026-08-01 13:44:10,false,false,true
5493513952681,4,2026-08-02 15:43:46,false,false,true
5493515971311,4,2026-08-01 17:43:31,false,false,true
5493516216782,4,2026-08-01 16:43:40,false,false,true
5493517304254,4,2026-08-01 13:44:22,false,false,true
5493517632424,4,2026-08-02 16:44:17,false,false,true
5493518648263,4,2026-08-02 17:44:58,false,false,true
5493519107005,4,2026-08-01 15:44:13,false,false,true
5493582132179,4,2026-08-02 17:44:11,false,false,true
5493582639964,4,2026-08-01 14:42:46,false,false,true
5493811657614,4,2026-08-01 14:43:43,false,false,true
5493812941974,4,2026-08-01 15:44:05,false,false,true
5493813520000,4,2026-08-02 14:43:50,false,false,true
5493814729528,4,2026-08-02 13:44:33,false,false,true
5493817404433,4,2026-08-02 14:44:32,false,false,true
5493818437953,4,2026-08-01 13:43:51,false,false,true
5493872845902,4,2026-08-01 16:43:31,false,false,true
5493874104594,4,2026-08-02 14:43:25,false,false,true
5493876499570,4,2026-08-01 13:42:49,false,false,true
5493876914178,4,2026-08-01 15:44:14,false,false,true
5493876922419,4,2026-08-01 17:43:00,false,false,true
