pedido_ref,product_code,nombre,cantidad_solicitada,precio_unitario,lista_precios_id,notas,is_mock,cliente_phone
PF-000001,BEL-ACE-011,Kétchup Dánica 3kg,1,10275.48,2,Pedido histórico field mock (2025-06-01),true,5493587905250
PF-000001,BEL-ACE-016,Mostaza Dánica 3kg,2,7395.42,2,Pedido histórico field mock (2025-06-01),true,5493587905250
PF-000001,BEL-QUE-006,Cremoso La Paulina,4,9618.60,2,Pedido histórico field mock (2025-06-01),true,5493587905250
PF-000001,BEL-LAC-002,Crema La Paulina x 5kg,2,49776.60,2,Pedido histórico field mock (2025-06-01),true,5493587905250
PF-000002,BEL-ACE-011,Kétchup Dánica 3kg,3,10275.48,2,Pedido histórico field mock (2025-06-23),true,5493587905250
PF-000002,BEL-ACE-016,Mostaza Dánica 3kg,3,7395.42,2,Pedido histórico field mock (2025-06-23),true,5493587905250
PF-000002,BEL-ACE-017,Mostaza Dánica Individual,1,8535.30,2,Pedido histórico field mock (2025-06-23),true,5493587905250
PF-000002,BEL-FIA-008,Salame Milán Natural Pig,1,9480.60,2,Pedido histórico field mock (2025-06-23),true,5493587905250
PF-000003,BEL-ACE-011,Kétchup Dánica 3kg,1,10275.48,2,Pedido histórico field mock (2025-07-13),true,5493587905250
PF-000003,BEL-ACE-016,Mostaza Dánica 3kg,2,7395.42,2,Pedido histórico field mock (2025-07-13),true,5493587905250
PF-000003,BEL-QUE-006,Cremoso La Paulina,3,9618.60,2,Pedido histórico field mock (2025-07-13),true,5493587905250
PF-000004,BEL-ACE-011,Kétchup Dánica 3kg,1,10275.48,2,Pedido histórico field mock (2025-08-02),true,5493587905250
PF-000004,BEL-ACE-016,Mostaza Dánica 3kg,3,7395.42,2,Pedido histórico field mock (2025-08-02),true,5493587905250
PF-000004,BEL-LAC-002,Crema La Paulina x 5kg,3,49776.60,2,Pedido histórico field mock (2025-08-02),true,5493587905250
PF-000005,BEL-ACE-011,Kétchup Dánica 3kg,2,10275.48,2,Pedido histórico field mock (2025-08-19),true,5493587905250
PF-000005,BEL-ACE-016,Mostaza Dánica 3kg,4,7395.42,2,Pedido histórico field mock (2025-08-19),true,5493587905250
PF-000006,BEL-ACE-011,Kétchup Dánica 3kg,2,10275.48,2,Pedido histórico field mock (2025-09-18),true,5493587905250
PF-000006,BEL-ACE-016,Mostaza Dánica 3kg,1,7395.42,2,Pedido histórico field mock (2025-09-18),true,5493587905250
PF-000006,BEL-FIA-003,Jamón Cocido La Tirolesa,2,8507.70,2,Pedido histórico field mock (2025-09-18),true,5493587905250
PF-000006,BEL-ACE-012,Kétchup Dánica Individual,3,9996.72,2,Pedido histórico field mock (2025-09-18),true,5493587905250
PF-000007,BEL-ACE-011,Kétchup Dánica 3kg,4,10275.48,2,Pedido histórico field mock (2025-10-07),true,5493587905250
PF-000007,BEL-ACE-016,Mostaza Dánica 3kg,1,7395.42,2,Pedido histórico field mock (2025-10-07),true,5493587905250
PF-000008,BEL-ACE-011,Kétchup Dánica 3kg,2,8041.68,3,Pedido histórico field mock (2025-06-01),true,5493582641213
PF-000008,BEL-QUE-013,Tybo Senda La Paulina,3,10423.08,3,Pedido histórico field mock (2025-06-01),true,5493582641213
PF-000008,BEL-QUE-011,Romano Unión,1,8856.00,3,Pedido histórico field mock (2025-06-01),true,5493582641213
PF-000009,BEL-ACE-011,Kétchup Dánica 3kg,4,8041.68,3,Pedido histórico field mock (2025-06-22),true,5493582641213
PF-000009,BEL-QUE-013,Tybo Senda La Paulina,4,10423.08,3,Pedido histórico field mock (2025-06-22),true,5493582641213
PF-000010,BEL-ACE-011,Kétchup Dánica 3kg,4,8041.68,3,Pedido histórico field mock (2025-07-08),true,5493582641213
PF-000010,BEL-QUE-013,Tybo Senda La Paulina,2,10423.08,3,Pedido histórico field mock (2025-07-08),true,5493582641213
PF-000011,BEL-ACE-011,Kétchup Dánica 3kg,3,8041.68,3,Pedido histórico field mock (2025-08-04),true,5493582641213
