pedido_ref,cliente_phone,cliente_codigo,product_code,nombre,cantidad_solicitada,precio_unitario,lista_precios_id,notas,is_mock,es_pedido_abierto,promo_aplicada
P-00001,5493587905250,25001,ESP-088,PIMIENTA NEGRA MOLIDA PREMIUM - 1 KG,1,20150.00,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00001,5493587905250,25001,ANT-139,FARMIN F-6 FARMESA X 10 KG,5,147230.00,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00002,5493587905250,25001,LEG-021,BOLITA DE CHOCOLATE,5,11840.00,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00003,5493587905250,25001,ROP-063,REMERAS LISAS NEGRAS ALGODON DOBLE COSTURA CUELLO BASE,2,13500.00,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00003,5493587905250,25001,REP-005,AFILADOR DE CUCHILLOS CON PIEDRA (ROJO) ACENTADOR DE FILO 2 EN 1,1,1260.00,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00003,5493587905250,25001,REP-002,ACOPLE FH DIAMETRO 30,3,24920.00,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00004,5493582641213,25002,ANT-066,SAL DE CURA JAMON Y BONDIOLA BELMACO,5,3540.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00004,5493582641213,25002,ESP-066,PIMIENTA BOUQUET 4 PIMIENTAS - 1 KG,2,30270.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00004,5493582641213,25002,RIA-019,CARRAGENINA GPI 200- 1 KG,1,36880.00,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00004,5493582641213,25002,FCC-029,FRACCIONADO - PIMIENTA NEGRA MOLIDA X 25GR - X UNIDAD,5,610.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00005,5493582641213,25002,REP-413,HAMBURGUESERA DE 10 CM POLLO DEVI,5,27770.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00005,5493582641213,25002,REP-335,Engranaje de Fundicion Pagani,5,49980.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00006,5493582641213,25002,TRI-010,MAD CERDO IMPORTADA ESPAÑOLA POR 80 MTS P/60 KG,2,24560.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00007,5492991227644,25003,ANT-134,TRIPOLIFOSFATO DE SODIO - X 1KG,2,17430.00,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
