pedido_ref,cliente_phone,cliente_codigo,product_code,nombre,cantidad_solicitada,precio_unitario,lista_precios_id,notas,is_mock,es_pedido_abierto,promo_aplicada
P-00001,5493587905250,25001,RUG-HAR-005,HARINA MORIXES 3/0 10XKG,5,6950.00,2,Pedido: 5 unidad (normalizado: 50 unidad; equiv: 5 unidad),true,false,false
P-00001,5493587905250,25001,RUG-PAN-003,PAN RALLADO/REBOZADOR 8X1KG,3,10000.00,2,Pedido: 3 unidad (normalizado: 24 unidad; equiv: 3 unidad),true,false,false
P-00001,5493587905250,25001,RUG-HAR-001,DISTINGUIDA 3/0 X 25 KG,2,15200.00,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00002,5493587905250,25001,RUG-HAR-001,DISTINGUIDA 3/0 X 25 KG,5,15200.00,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00003,5493587905250,25001,RUG-AZU-003,AZUCAR FRONTERITA 10 X 1 KG,3,12500.00,2,Pedido: 3 unidad (normalizado: 30 unidad; equiv: 3 unidad),true,false,false
P-00003,5493587905250,25001,RUG-AZU-004,AZUCAR X 50 KG,2,0.00,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00004,5493582641213,25002,RUG-GRA-001,GRASA X 25 KG,3,47347.80,3,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00005,5493582641213,25002,RUG-HAR-012,MORIXES AREPA 20 X 1 KG,1,50600.00,3,Pedido: 1 unidad (normalizado: 20 unidad; equiv: 1 unidad),true,false,false
P-00005,5493582641213,25002,RUG-HAR-002,GRACIELA. REAL 3/0 X 25 KG,1,17480.00,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00006,5493582641213,25002,RUG-HAR-007,HARINA PARA PIZZA MORIXES 10X1KG,5,12190.00,3,Pedido: 5 unidad (normalizado: 50 unidad; equiv: 5 unidad),true,false,false
P-00006,5493582641213,25002,LW-507,LAMB WESTON Rusticas (gajos Sab. Ondulados) 5 x 2 Kg,2,59800.00,3,Pedido: 2 caja (normalizado: 2 caja; equiv: 2 caja),true,false,false
P-00006,5493582641213,25002,RUG-AZU-002,AZUCAR BELLA VISTA 10X1KG,1,12880.00,3,Pedido: 1 unidad (normalizado: 10 unidad; equiv: 1 unidad),true,false,false
P-00006,5493582641213,25002,RUG-HAR-005,HARINA MORIXES 3/0 10XKG,4,7992.50,3,Pedido: 4 unidad (normalizado: 40 unidad; equiv: 4 unidad),true,false,false
