pedido_ref,cliente_phone,fecha,estado,total,notas,is_mock,es_pedido_abierto,source
PF-000001,5493587905250,2025-06-02 09:36:00,confirmado,69387.41,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000002,5493587905250,2025-06-19 16:00:00,confirmado,43402.24,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000003,5493587905250,2025-07-14 14:05:00,confirmado,77564.18,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000004,5493587905250,2025-07-30 12:29:00,confirmado,50082.21,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000005,5493587905250,2025-08-25 12:30:00,confirmado,63625.48,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000006,5493587905250,2025-09-19 10:50:00,confirmado,44568.73,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000007,5493587905250,2025-09-30 08:37:00,confirmado,53622.46,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000008,5493582641213,2025-06-01 10:42:00,confirmado,14358.06,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000009,5493582641213,2025-06-22 18:04:00,confirmado,3628.05,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000010,5493582641213,2025-07-08 09:54:00,confirmado,9932.73,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000011,5493582641213,2025-08-05 14:33:00,confirmado,6670.89,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000012,5493582641213,2025-08-26 11:41:00,confirmado,11693.26,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000013,5493582641213,2025-09-14 10:58:00,confirmado,28293.67,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000014,5493582641213,2025-10-08 16:51:00,confirmado,4158.15,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000015,5492991227644,2025-06-03 17:33:00,confirmado,17865.90,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000016,5492991227644,2025-06-17 18:31:00,confirmado,25245.80,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000017,5492991227644,2025-07-08 17:26:00,confirmado,25122.46,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000018,5492991227644,2025-08-04 13:42:00,confirmado,18124.50,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000019,5492991227644,2025-08-20 10:55:00,confirmado,29659.10,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000020,5492991227644,2025-09-16 12:29:00,confirmado,8641.52,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000021,5492991227644,2025-10-07 14:20:00,confirmado,13481.05,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000022,5493418277249,2025-06-06 15:37:00,confirmado,5273.88,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000023,5493418277249,2025-06-17 15:17:00,confirmado,17307.04,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000024,5493418277249,2025-07-17 13:46:00,confirmado,8599.25,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000025,5493418277249,2025-08-03 18:43:00,confirmado,19684.94,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000026,5493418277249,2025-08-19 10:09:00,confirmado,15410.84,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000027,5493418277249,2025-09-11 15:30:00,confirmado,21772.75,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000028,5493418277249,2025-10-03 14:51:00,confirmado,20722.75,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000029,5493587747641,2025-06-03 11:53:00,confirmado,58671.39,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000030,5493587747641,2025-06-25 13:05:00,confirmado,25417.14,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000031,5493587747641,2025-07-13 11:28:00,confirmado,112447.97,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000032,5493587747641,2025-08-01 08:11:00,confirmado,61567.87,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000033,5493587747641,2025-08-26 18:38:00,confirmado,27157.67,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000034,5493587747641,2025-09-14 17:36:00,confirmado,65333.37,Pedido histórico field mock,true,false,fase-06-1-field-backbone
