client_phone,session_id,sender_type,type,message,content,created_at,is_mock
5493587120001,5493587120001,ai,ai,"Hola Ferretería Banda Norte, vi que tenes un pedido abierto por ABRELATA MARIPOSA LOEKEMEYER y queria ayudarte a cerrarlo.","Hola Ferretería Banda Norte, vi que tenes un pedido abierto por ABRELATA MARIPOSA LOEKEMEYER y queria ayudarte a cerrarlo.",2026-08-31 04:39:02,true
5493587120001,5493587120001,human,human,"Hola, queria hacer un reclamo por producto faltante.","Hola, queria hacer un reclamo por producto faltante.",2026-08-31 04:39:48,true
5493587120001,5493587120001,ai,ai,Gracias por avisarnos. Ya tomo el caso por producto faltante y lo escalo para revision.,Gracias por avisarnos. Ya tomo el caso por producto faltante y lo escalo para revision.,2026-08-31 04:41:06,true
5493587120001,5493587120001,human,human,"Dale, quedo atento.","Dale, quedo atento.",2026-08-31 04:42:56,true
5493587120001,5493587120001,ai,ai,Ya quedo registrado. Te aviso apenas tengamos respuesta.,Ya quedo registrado. Te aviso apenas tengamos respuesta.,2026-08-31 04:43:29,true
5493587120002,5493587120002,ai,ai,"Hola Casa de Limpieza Don Héctor, vi que tenes un pedido abierto por ESCOBA 6 HILOS ESPECIAL y queria ayudarte a cerrarlo.","Hola Casa de Limpieza Don Héctor, vi que tenes un pedido abierto por ESCOBA 6 HILOS ESPECIAL y queria ayudarte a cerrarlo.",2026-08-31 03:39:02,true
5493587120002,5493587120002,human,human,"Hola, queria hacer un reclamo por producto faltante.","Hola, queria hacer un reclamo por producto faltante.",2026-08-31 03:40:41,true
5493587120002,5493587120002,ai,ai,Gracias por avisarnos. Ya tomo el caso por producto roto o derramado y lo escalo para revision.,Gracias por avisarnos. Ya tomo el caso por producto roto o derramado y lo escalo para revision.,2026-08-31 03:42:02,true
5493587120002,5493587120002,human,human,"Dale, quedo atento.","Dale, quedo atento.",2026-08-31 03:42:49,true
5493587120002,5493587120002,ai,ai,Ya quedo registrado. Te aviso apenas tengamos respuesta.,Ya quedo registrado. Te aviso apenas tengamos respuesta.,2026-08-31 03:43:39,true
5493587120003,5493587120003,ai,ai,"Hola Súper Chang Las Higueras, vi que tenes un pedido abierto por ESCOBILLON BARREGRUESO y queria ayudarte a cerrarlo.","Hola Súper Chang Las Higueras, vi que tenes un pedido abierto por ESCOBILLON BARREGRUESO y queria ayudarte a cerrarlo.",2026-08-31 14:39:02,true
5493587120003,5493587120003,human,human,"Hola, queria hacer un reclamo por demora en la entrega.","Hola, queria hacer un reclamo por demora en la entrega.",2026-08-31 14:39:53,true
5493587120003,5493587120003,ai,ai,Gracias por avisarnos. Ya tomo el caso por demora en la entrega y lo escalo para revision.,Gracias por avisarnos. Ya tomo el caso por demora en la entrega y lo escalo para revision.,2026-08-31 14:40:28,true
5493587120003,5493587120003,human,human,"Dale, quedo atento.","Dale, quedo atento.",2026-08-31 14:41:55,true
5493587120003,5493587120003,ai,ai,Ya quedo registrado. Te aviso apenas tengamos respuesta.,Ya quedo registrado. Te aviso apenas tengamos respuesta.,2026-08-31 14:42:28,true
5493587120004,5493587120004,ai,ai,"Hola Minimercado El Cruce, vi que tenes un pedido abierto por OLLA ALUMINIO N° 30 y queria ayudarte a cerrarlo.","Hola Minimercado El Cruce, vi que tenes un pedido abierto por OLLA ALUMINIO N° 30 y queria ayudarte a cerrarlo.",2026-08-31 13:39:02,true
5493587120004,5493587120004,human,human,"Buen día, la olla del 50 me la pasás? Es la grande, la de 100 litros.","Hola, queria hacer un reclamo por producto roto o derramado.",2026-08-31 13:40:37,true
5493587120004,5493587120004,ai,ai,Gracias por avisarnos. Ya tomo el caso por error de facturacion y lo escalo para revision.,Gracias por avisarnos. Ya tomo el caso por error de facturacion y lo escalo para revision.,2026-08-31 13:42:07,true
5493587120004,5493587120004,human,human,"Dale, quedo atento.","Dale, quedo atento.",2026-08-31 13:44:07,true
5493587120004,5493587120004,ai,ai,Ya quedo registrado. Te aviso apenas tengamos respuesta.,Ya quedo registrado. Te aviso apenas tengamos respuesta.,2026-08-31 13:45:14,true
5493587120005,5493587120005,ai,ai,"Hola Distribuidora Sur Córdoba, vi que tenes un pedido abierto por JARDINERA N° 65 y queria ayudarte a cerrarlo.","Hola Distribuidora Sur Córdoba, vi que tenes un pedido abierto por JARDINERA N° 65 y queria ayudarte a cerrarlo.",2026-08-31 12:39:02,true
5493587120005,5493587120005,human,human,"Hola, queria hacer un reclamo por precio distinto al acordado.","Hola, queria hacer un reclamo por precio distinto al acordado.",2026-08-31 12:40:33,true
5493587120005,5493587120005,ai,ai,Gracias por avisarnos. Ya tomo el caso por producto faltante y lo escalo para revision.,Gracias por avisarnos. Ya tomo el caso por producto faltante y lo escalo para revision.,2026-08-31 12:41:08,true
5493587120005,5493587120005,human,human,"Dale, quedo atento.","Dale, quedo atento.",2026-08-31 12:42:40,true
5493587120005,5493587120005,ai,ai,Ya quedo registrado. Te aviso apenas tengamos respuesta.,Ya quedo registrado. Te aviso apenas tengamos respuesta.,2026-08-31 12:43:48,true
5493587120006,5493587120006,ai,ai,"Hola Ferretería Alberdi, vi que tenes un pedido abierto por Sahumerio empaste simple x100 INCIENSO y queria ayudarte a cerrarlo.","Hola Ferretería Alberdi, vi que tenes un pedido abierto por Sahumerio empaste simple x100 INCIENSO y queria ayudarte a cerrarlo.",2026-08-31 11:39:02,true
5493587120006,5493587120006,human,human,"Buen dia, pasame detalle de ese pedido por favor.","Buen dia, pasame detalle de ese pedido por favor.",2026-08-31 11:40:59,true
5493587120006,5493587120006,ai,ai,Te confirmo que el pedido P-00156 sigue en curso por un total de 26457.43. Si queres te lo dejo cerrado hoy.,Te confirmo que el pedido P-00156 sigue en curso por un total de 26457.43. Si queres te lo dejo cerrado hoy.,2026-08-31 11:42:15,true
5493587120006,5493587120006,human,human,"Dale, mandamelo asi.","Dale, mandamelo asi.",2026-08-31 11:44:10,true
5493587120006,5493587120006,ai,ai,"Genial, te lo dejo confirmado y en preparacion.","Genial, te lo dejo confirmado y en preparacion.",2026-08-31 11:45:36,true
5493587120007,5493587120007,ai,ai,"Hola Autoservicio SUNDE Centro, vi que tenes un pedido abierto por SECADOR DOPPIO BLANCO 41CM y queria ayudarte a cerrarlo.","Hola Autoservicio SUNDE Centro, vi que tenes un pedido abierto por SECADOR DOPPIO BLANCO 41CM y queria ayudarte a cerrarlo.",2026-08-31 10:39:02,true
5493587120007,5493587120007,human,human,"Buen dia, pasame detalle de ese pedido por favor.","Buen dia, pasame detalle de ese pedido por favor.",2026-08-31 10:39:58,true
5493587120007,5493587120007,ai,ai,Te confirmo que el pedido P-00157 sigue en curso por un total de 14183.72. Si queres te lo dejo cerrado hoy.,Te confirmo que el pedido P-00157 sigue en curso por un total de 14183.72. Si queres te lo dejo cerrado hoy.,2026-08-31 10:41:17,true
5493587120007,5493587120007,human,human,"Dale, mandamelo asi.","Dale, mandamelo asi.",2026-08-31 10:42:43,true
5493587120007,5493587120007,ai,ai,"Genial, te lo dejo confirmado y en preparacion.","Genial, te lo dejo confirmado y en preparacion.",2026-08-31 10:44:09,true
5493587120008,5493587120008,ai,ai,"Hola Casa de Artículos El Lampazo, paso a revisar tu pedido P-00024 de SECADOR DOPPIO BLANCO 41CM.","Hola Casa de Artículos El Lampazo, paso a revisar tu pedido P-00024 de SECADOR DOPPIO BLANCO 41CM.",2026-08-29 12:39:02,true
