client_phone,cantidad_mensajes,ultimo_mensaje_at,is_unread,live_feed,is_mock
5492612928724,5,2026-08-09 10:58:25,true,true,true
5492617236955,5,2026-08-09 09:57:55,true,true,true
5492617413812,5,2026-08-09 08:59:52,true,true,true
5492998066543,5,2026-08-09 07:59:40,true,true,true
5492999435946,5,2026-08-09 06:59:27,true,true,true
5492612780568,4,2026-08-08 08:58:12,false,false,true
5492615021286,4,2026-08-07 08:57:58,false,false,true
5492618861463,4,2026-08-08 09:58:07,false,false,true
5492618889598,4,2026-08-08 09:58:12,false,false,true
5492997489876,4,2026-08-07 06:58:01,false,false,true
5493416524997,4,2026-08-07 10:57:35,false,false,true
5493419686914,4,2026-08-07 06:58:21,false,false,true
5493516216782,4,2026-08-07 09:57:51,false,false,true
5493517632424,4,2026-08-08 09:58:28,false,false,true
5493518648263,4,2026-08-08 10:59:09,false,false,true
5493519107005,4,2026-08-07 08:58:24,false,false,true
5493582639964,4,2026-08-07 07:56:57,false,false,true
5493812941974,4,2026-08-07 08:58:16,false,false,true
5493813520000,4,2026-08-08 07:58:01,false,false,true
5493814729528,4,2026-08-08 06:58:44,false,false,true
5493817404433,4,2026-08-08 07:58:43,false,false,true
5493874104594,4,2026-08-08 07:57:36,false,false,true
5493876499570,4,2026-08-07 06:57:00,false,false,true
5493876922419,4,2026-08-07 10:57:11,false,false,true
